#w_matsubara  g11_Re     g11_Im     g12_Re     g12_Im     g13_Re     g13_Im     g12_nambu_Re     g12_nambu_Im     
 0.1336848  0.0196111 -0.4177237  0.1677759  0.0252546 -0.0387635  0.2200407 -0.0012026  0.0001228
 0.4010544 -0.0043036 -0.3468966  0.1334449  0.0146462 -0.0179255  0.1360534 -0.0003067 -0.0000652
 0.6684240 -0.0105547 -0.3039518  0.1089343  0.0106482 -0.0120742  0.0936916 -0.0001315  0.0000972
 0.9357936 -0.0118126 -0.2735176  0.0910479  0.0092552 -0.0098364  0.0688548 -0.0000745 -0.0001396
 1.2031631 -0.0097045 -0.2506742  0.0784332  0.0085048 -0.0094963  0.0532923 -0.0000317  0.0001876
 1.4705327 -0.0078355 -0.2325538  0.0683651  0.0081413 -0.0090396  0.0424014 -0.0000033  0.0000559
 1.7379023 -0.0051216 -0.2179641  0.0603169  0.0081536 -0.0088405  0.0343075 -0.0000483  0.0001169
 2.0052719 -0.0025513 -0.2058451  0.0537813  0.0078866 -0.0083885  0.0282433  0.0000468 -0.0000063
 2.2726415 -0.0003526 -0.1949613  0.0484223  0.0077479 -0.0077888  0.0241593  0.0000102 -0.0000327
 2.5400111  0.0016982 -0.1860522  0.0441201  0.0073992 -0.0073393  0.0202885 -0.0000670 -0.0001092
 2.8073807  0.0031135 -0.1776501  0.0399448  0.0071678 -0.0069842  0.0175703  0.0000040 -0.0000222
 3.0747503  0.0052023 -0.1701608  0.0366966  0.0069005 -0.0064146  0.0149318  0.0000208  0.0000418
 3.3421198  0.0059764 -0.1641425  0.0338740  0.0065117 -0.0058490  0.0131117  0.0000589 -0.0000988
 3.6094894  0.0070380 -0.1582655  0.0312423  0.0063060 -0.0055323  0.0111984  0.0000639 -0.0000723
 3.8768590  0.0077589 -0.1529886  0.0287274  0.0056619 -0.0052866  0.0102154  0.0000224 -0.0001214
 4.1442286  0.0082058 -0.1475314  0.0266836  0.0054491 -0.0046737  0.0092559 -0.0000129 -0.0000088
 4.4115982  0.0085079 -0.1428642  0.0248946  0.0050944 -0.0043427  0.0080306  0.0000696  0.0000276
 4.6789678  0.0095620 -0.1386628  0.0233059  0.0048830 -0.0043936  0.0070206 -0.0000603  0.0000411
 4.9463374  0.0093742 -0.1345009  0.0218337  0.0046377 -0.0036603  0.0064528  0.0001297 -0.0000412
 5.2137070  0.0096248 -0.1307333  0.0203889  0.0042822 -0.0033934  0.0059121 -0.0000644  0.0000360
 5.4810765  0.0096109 -0.1270509  0.0191771  0.0037548 -0.0028351  0.0055444 -0.0000804  0.0000701
 5.7484461  0.0096893 -0.1234258  0.0179702  0.0035971 -0.0031332  0.0046795 -0.0000710  0.0000636
 6.0158157  0.0093094 -0.1200546  0.0170559  0.0032586 -0.0026193  0.0040785  0.0000729  0.0001110
 6.2831853  0.0094570 -0.1174516  0.0159771  0.0029838 -0.0027304  0.0037927 -0.0000298  0.0000434
 6.5505549  0.0089416 -0.1139376  0.0151138  0.0029961 -0.0023440  0.0035302 -0.0000257  0.0000056
 6.8179245  0.0093459 -0.1115779  0.0142608  0.0027320 -0.0022108  0.0033860 -0.0000771  0.0000040
 7.0852941  0.0089487 -0.1088214  0.0134350  0.0027393 -0.0026965  0.0034551 -0.0001138  0.0000893
 7.3526637  0.0088229 -0.1062845  0.0126691  0.0025549 -0.0018199  0.0028066 -0.0000277  0.0000643
 7.6200332  0.0089188 -0.1034250  0.0122478  0.0021337 -0.0021091  0.0021679  0.0001216  0.0001586
 7.8874028  0.0083945 -0.1011666  0.0113496  0.0024182 -0.0017128  0.0025459  0.0000768 -0.0000851
 8.1547724  0.0083966 -0.0987592  0.0108766  0.0019548 -0.0017859  0.0019871 -0.0000991 -0.0000202
 8.4221420  0.0083705 -0.0961642  0.0102973  0.0020255 -0.0015393  0.0020472  0.0000839 -0.0000122
 8.6895116  0.0079553 -0.0940790  0.0099253  0.0020615 -0.0013601  0.0018937  0.0000184  0.0000947
 8.9568812  0.0076215 -0.0925391  0.0095010  0.0018211 -0.0011758  0.0019761  0.0000965 -0.0000035
 9.2242508  0.0076975 -0.0904107  0.0088278  0.0014458 -0.0013124  0.0015548  0.0000261  0.0000671
 9.4916204  0.0072141 -0.0884140  0.0086685  0.0014886 -0.0011571  0.0013852  0.0000242  0.0000033
 9.7589899  0.0073680 -0.0873095  0.0084450  0.0014625 -0.0009533  0.0019190 -0.0000894 -0.0000087
 10.0263595  0.0071133 -0.0848962  0.0078391  0.0012850 -0.0009724  0.0011706 -0.0000015 -0.0000493
 10.2937291  0.0066450 -0.0834852  0.0074963  0.0008375 -0.0007094  0.0014115 -0.0000696 -0.0000499
