#iter  N
1 1.0982477
2 1.0981191
3 1.0981374
4 1.0981548
5 1.0981548
6 1.0981067
7 1.0981437
8 1.0981234
9 1.0981431
10 1.0983367
11 1.0981877
12 1.0979990
13 1.0980293
14 1.0979480
15 1.0979775
16 1.0981635
17 1.0983756
18 1.0981573
19 1.0983150
20 1.0982542
21 1.0983981
22 1.0983006
23 1.0981557
24 1.0981092
25 1.0982399
26 1.0981083
27 1.0983186
28 1.0983902
29 1.0983632
30 1.0983898
31 1.0981538
32 1.0982901
33 1.0982363
34 1.0980095
35 1.0979432
36 1.0981529
37 1.0980005
38 1.0980539
39 1.0982135
40 1.0981390
41 1.0982189
42 1.0982041
43 1.0980938
44 1.0982853
45 1.0984398
46 1.0983983
47 1.0982654
48 1.0982864
49 1.0981925
50 1.0983283
51 1.0983317
52 1.0983198
53 1.0982323
54 1.0982350
55 1.0983523
56 1.0983471
57 1.0982741
58 1.0983033
59 1.0982692
60 1.0984000
61 1.0982726
62 1.0984180
63 1.0982240
64 1.0984228
65 1.0982877
65 1.0985555
66 1.0983168
67 1.0982614
68 1.0982009
69 1.0981159
70 1.0982129
71 1.0981706
72 1.0980900
73 1.0980809
74 1.0981985
75 1.0981909
76 1.0983107
77 1.0982868
78 1.0982024
79 1.0979885
80 1.0980353
81 1.0980542
82 1.0981933
83 1.0981086
84 1.0981442
85 1.0982828
86 1.0982605
87 1.0983712
88 1.0981506
89 1.0981138
90 1.0981641
91 1.0980708
92 1.0981208
93 1.0982528
94 1.0982934
95 1.0984064
96 1.0982459
97 1.0983421
98 1.0983931
99 1.0981251
100 1.0980407
101 1.0979759
102 1.0980088
103 1.0980027
104 1.0979264
105 1.0980343
106 1.0979720
107 1.0982472
108 1.0984074
109 1.0982764
110 1.0980516
111 1.0981280
112 1.0982355
113 1.0982134
114 1.0982075
115 1.0984450
116 1.0982682
117 1.0982066
118 1.0981135
119 1.0982878
120 1.0982575
121 1.0982516
122 1.0982990
123 1.0981703
124 1.0982736
125 1.0984087
126 1.0982208
127 1.0982518
128 1.0981770
