#w_matsubara  G1_Re   G1_Im   G2_Re   G2_Im   G3_Re   G3_Im   G4_Re   G4_Im   
 0.1336848  0.3183379 -0.1465618  0.0592243 -0.6378593 -0.0020927  0.0000449 -0.3547267 -0.2469884
 0.4010544  0.2451147 -0.1820310  0.0138240 -0.4825102 -0.0003837  0.0001660 -0.2892568 -0.2400088
 0.6684240  0.1955866 -0.1894731  0.0018414 -0.3973814 -0.0001507  0.0000722 -0.2402236 -0.2313768
 0.9357936  0.1609002 -0.1867662 -0.0013235 -0.3424559 -0.0000734  0.0000938 -0.2038972 -0.2224532
 1.2031631  0.1372294 -0.1806004 -0.0010532 -0.3037862 -0.0000477  0.0001253 -0.1752885 -0.2143682
 1.4705327  0.1198935 -0.1745112  0.0016476 -0.2748507 -0.0001411  0.0000845 -0.1524024 -0.2068796
 1.7379023  0.1070296 -0.1683870  0.0033825 -0.2521764 -0.0000420 -0.0001231 -0.1334516 -0.1995130
 2.0052719  0.0965714 -0.1618313  0.0059962 -0.2342376  0.0001468  0.0000321 -0.1181673 -0.1930238
 2.2726415  0.0887586 -0.1558359  0.0074551 -0.2195028  0.0000592  0.0000295 -0.1047071 -0.1859290
 2.5400111  0.0812835 -0.1508733  0.0086665 -0.2057386  0.0000907 -0.0000975 -0.0928172 -0.1795775
 2.8073807  0.0763341 -0.1462586  0.0104744 -0.1957978 -0.0000230  0.0000686 -0.0829544 -0.1741709
 3.0747503  0.0717389 -0.1418475  0.0108313 -0.1858555  0.0000219  0.0000577 -0.0750853 -0.1688850
 3.3421198  0.0676644 -0.1385794  0.0115110 -0.1776497  0.0000661  0.0001407 -0.0676931 -0.1633375
 3.6094894  0.0634836 -0.1342475  0.0124012 -0.1702348  0.0001665 -0.0000230 -0.0609227 -0.1581275
 3.8768590  0.0594829 -0.1309635  0.0130471 -0.1628053  0.0000608 -0.0000836 -0.0548482 -0.1544649
 4.1442286  0.0573165 -0.1272035  0.0126696 -0.1570580  0.0000145 -0.0000108 -0.0500881 -0.1491663
 4.4115982  0.0545247 -0.1248790  0.0124349 -0.1507750  0.0000444 -0.0001268 -0.0453670 -0.1450113
 4.6789678  0.0510592 -0.1215896  0.0137073 -0.1462351  0.0002212 -0.0001260 -0.0416532 -0.1407556
 4.9463374  0.0488416 -0.1191469  0.0125719 -0.1413504  0.0000268 -0.0001451 -0.0376988 -0.1369621
 5.2137070  0.0467751 -0.1165835  0.0133147 -0.1362921  0.0000045  0.0000155 -0.0342266 -0.1332354
 5.4810765  0.0445025 -0.1133525  0.0131047 -0.1317582 -0.0002045  0.0001575 -0.0321877 -0.1289848
 5.7484461  0.0421888 -0.1107962  0.0129439 -0.1284199 -0.0000834 -0.0000121 -0.0292963 -0.1257227
 6.0158157  0.0406506 -0.1087682  0.0123835 -0.1246766 -0.0000391 -0.0000746 -0.0270001 -0.1224421
 6.2831853  0.0386102 -0.1068934  0.0122686 -0.1210116  0.0000390  0.0000795 -0.0250501 -0.1189004
 6.5505549  0.0374638 -0.1044968  0.0120438 -0.1174387  0.0000653 -0.0000558 -0.0231622 -0.1164007
 6.8179245  0.0349929 -0.1023800  0.0112949 -0.1146155 -0.0000435  0.0000048 -0.0218079 -0.1133937
 7.0852941  0.0337873 -0.1002340  0.0108200 -0.1114768  0.0000206  0.0000122 -0.0201556 -0.1106959
 7.3526637  0.0320331 -0.0981967  0.0105910 -0.1086152  0.0000642  0.0001355 -0.0187727 -0.1079801
 7.6200332  0.0316424 -0.0964098  0.0106857 -0.1060249 -0.0000454  0.0000682 -0.0174896 -0.1053057
 7.8874028  0.0295313 -0.0948364  0.0100518 -0.1034427 -0.0001010  0.0000478 -0.0164186 -0.1032925
 8.1547724  0.0287579 -0.0920380  0.0099654 -0.1010574  0.0001140 -0.0000167 -0.0154500 -0.1004744
 8.4221420  0.0268627 -0.0909587  0.0087612 -0.0985341  0.0000683 -0.0000007 -0.0144214 -0.0983559
 8.6895116  0.0260652 -0.0895139  0.0092202 -0.0960878  0.0000441  0.0000483 -0.0132958 -0.0958884
 8.9568812  0.0248181 -0.0872942  0.0087643 -0.0940595 -0.0000524  0.0000875 -0.0126734 -0.0935689
 9.2242508  0.0235050 -0.0855430  0.0084621 -0.0918924  0.0000060 -0.0000944 -0.0115589 -0.0919403
 9.4916204  0.0232200 -0.0841399  0.0086274 -0.0898678 -0.0001352  0.0001054 -0.0108289 -0.0900084
 9.7589899  0.0218853 -0.0818342  0.0081220 -0.0884077  0.0002070 -0.0000723 -0.0107929 -0.0884663
 10.0263595  0.0219419 -0.0809905  0.0075939 -0.0864428 -0.0000286 -0.0000497 -0.0098909 -0.0863654
 10.2937291  0.0209512 -0.0794398  0.0079638 -0.0846300  0.0001153 -0.0000009 -0.0093294 -0.0844892
 10.5610987  0.0196706 -0.0786268  0.0071832 -0.0831235  0.0001567 -0.0001206 -0.0089065 -0.0833427
 10.8284683  0.0197557 -0.0764899  0.0074195 -0.0813146 -0.0000296  0.0000338 -0.0083567 -0.0814800
 11.0958379  0.0189991 -0.0758995  0.0063168 -0.0793362 -0.0002397  0.0000348 -0.0084718 -0.0795478
 11.3632075  0.0187095 -0.0741171  0.0067025 -0.0780916  0.0000211 -0.0000189 -0.0072719 -0.0781991
 11.6305771  0.0170664 -0.0734297  0.0063266 -0.0766935 -0.0000607 -0.0000677 -0.0075947 -0.0767830
 11.8979466  0.0171379 -0.0719893  0.0065507 -0.0753974 -0.0000181  0.0001128 -0.0072329 -0.0754473
 12.1653162  0.0161604 -0.0703171  0.0061509 -0.0742344 -0.0000233  0.0002565 -0.0068963 -0.0740509
 12.4326858  0.0167111 -0.0695934  0.0055199 -0.0728177  0.0000226  0.0000137 -0.0062912 -0.0732600
 12.7000554  0.0156366 -0.0680377  0.0061742 -0.0703056  0.0000711  0.0000095 -0.0058279 -0.0709744
 12.9674250  0.0145251 -0.0671239  0.0058275 -0.0701764  0.0000511  0.0000246 -0.0060114 -0.0701032
 13.2347946  0.0146290 -0.0658724  0.0055315 -0.0693324 -0.0000762  0.0000321 -0.0055741 -0.0691707
 13.5021642  0.0146367 -0.0653426  0.0053481 -0.0680428 -0.0000101  0.0001451 -0.0053370 -0.0679152
 13.7695338  0.0133947 -0.0649982  0.0048613 -0.0661607  0.0001170 -0.0001085 -0.0049190 -0.0666115
 14.0369033  0.0128028 -0.0632427  0.0045901 -0.0651433 -0.0000606 -0.0001335 -0.0051312 -0.0657792
 14.3042729  0.0122955 -0.0618085  0.0047420 -0.0648107 -0.0001343  0.0000136 -0.0044130 -0.0648124
 14.5716425  0.0125726 -0.0613118  0.0047760 -0.0631725 -0.0000929  0.0000218 -0.0044868 -0.0639361
 14.8390121  0.0111937 -0.0603645  0.0052463 -0.0620170 -0.0001355  0.0000136 -0.0044427 -0.0622873
 15.1063817  0.0111846 -0.0598300  0.0047819 -0.0614095  0.0000914 -0.0000422 -0.0040160 -0.0614794
 15.3737513  0.0111268 -0.0578928  0.0043802 -0.0605221 -0.0000572  0.0000510 -0.0040473 -0.0603381
 15.6411209  0.0111970 -0.0575076  0.0051193 -0.0593217 -0.0000012 -0.0000354 -0.0040819 -0.0597736
 15.9084905  0.0108093 -0.0569703  0.0044801 -0.0583910  0.0000105 -0.0000760 -0.0037714 -0.0589274
 16.1758600  0.0095617 -0.0561437  0.0035818 -0.0573236  0.0001580 -0.0001168 -0.0038342 -0.0580013
 16.4432296  0.0106991 -0.0551113  0.0033821 -0.0563976  0.0000905 -0.0000190 -0.0033423 -0.0570483
 16.7105992  0.0099709 -0.0547133  0.0039635 -0.0564967 -0.0002195  0.0000044 -0.0033649 -0.0559675
 16.9779688  0.0095731 -0.0541621  0.0042700 -0.0552539  0.0000201 -0.0000091 -0.0030415 -0.0557496
 17.2453384  0.0090740 -0.0532046  0.0031604 -0.0549883  0.0000713  0.0000456 -0.0029798 -0.0546233
 17.5127080  0.0088177 -0.0524347  0.0036917 -0.0535093  0.0000366  0.0000545 -0.0028473 -0.0541119
 17.7800776  0.0089027 -0.0519146  0.0039908 -0.0530919 -0.0000685 -0.0001442 -0.0022519 -0.0536067
 18.0474472  0.0082403 -0.0517071  0.0034856 -0.0522576 -0.0000839 -0.0001975 -0.0023028 -0.0524553
 18.3148167  0.0080518 -0.0505967  0.0031665 -0.0516648  0.0000084  0.0000473 -0.0025729 -0.0515939
 18.5821863  0.0080870 -0.0502307  0.0028986 -0.0506833  0.0000494  0.0000448 -0.0026590 -0.0511428
