#w_matsubara  G1_Re   G1_Im   G2_Re   G2_Im   G3_Re   G3_Im   G4_Re   G4_Im   
 0.1336848  0.3184928 -0.1461732  0.0597821 -0.6392284 -0.0025356  0.0003875 -0.3554446 -0.2468241
 0.4010544  0.2445661 -0.1818089  0.0133144 -0.4824810 -0.0003910 -0.0000353 -0.2891431 -0.2397116
 0.6684240  0.1956681 -0.1891052  0.0011584 -0.3972089 -0.0002058  0.0000683 -0.2407851 -0.2317452
 0.9357936  0.1612639 -0.1870954 -0.0017020 -0.3425498 -0.0001802  0.0002256 -0.2039692 -0.2225101
 1.2031631  0.1378463 -0.1809775 -0.0006939 -0.3039297  0.0000463 -0.0000605 -0.1757939 -0.2143693
 1.4705327  0.1196960 -0.1741329  0.0011856 -0.2749137 -0.0001094 -0.0001294 -0.1529060 -0.2066182
 1.7379023  0.1069230 -0.1673120  0.0036361 -0.2527689  0.0000837  0.0001324 -0.1341528 -0.1993443
 2.0052719  0.0967875 -0.1614977  0.0059113 -0.2341895  0.0001102  0.0000809 -0.1184177 -0.1935902
 2.2726415  0.0887487 -0.1555331  0.0072843 -0.2195648 -0.0000970 -0.0000426 -0.1044985 -0.1863573
 2.5400111  0.0823119 -0.1511295  0.0087851 -0.2060914  0.0001051  0.0000178 -0.0932882 -0.1801988
 2.8073807  0.0761360 -0.1459463  0.0101571 -0.1952641  0.0001546 -0.0001661 -0.0832568 -0.1742839
 3.0747503  0.0721894 -0.1417418  0.0118097 -0.1859720 -0.0002180  0.0000239 -0.0749114 -0.1689565
 3.3421198  0.0674662 -0.1379983  0.0116713 -0.1768048  0.0001029  0.0002444 -0.0671771 -0.1637627
 3.6094894  0.0638001 -0.1346652  0.0119212 -0.1701387  0.0000707  0.0001771 -0.0604340 -0.1584970
 3.8768590  0.0602522 -0.1310743  0.0127996 -0.1625863 -0.0000705  0.0000810 -0.0549223 -0.1534004
 4.1442286  0.0575884 -0.1280747  0.0126128 -0.1566114  0.0001342  0.0001462 -0.0499630 -0.1490145
 4.4115982  0.0542792 -0.1254173  0.0126954 -0.1509343 -0.0000053  0.0000886 -0.0454075 -0.1447363
 4.6789678  0.0516826 -0.1225455  0.0132897 -0.1457665 -0.0000811 -0.0001779 -0.0416459 -0.1409942
 4.9463374  0.0488499 -0.1197710  0.0129362 -0.1408527  0.0000349 -0.0000736 -0.0379909 -0.1368553
 5.2137070  0.0468369 -0.1170183  0.0130770 -0.1361094  0.0001256  0.0000535 -0.0347849 -0.1329889
 5.4810765  0.0453343 -0.1139852  0.0126941 -0.1324262 -0.0001125  0.0000369 -0.0319110 -0.1295025
 5.7484461  0.0428518 -0.1121193  0.0123843 -0.1283152 -0.0001043 -0.0000149 -0.0294943 -0.1254426
 6.0158157  0.0405227 -0.1098606  0.0118524 -0.1244395  0.0000904 -0.0001110 -0.0273357 -0.1227822
 6.2831853  0.0385051 -0.1076427  0.0116053 -0.1209983 -0.0000632 -0.0000065 -0.0246801 -0.1194663
 6.5505549  0.0369091 -0.1047925  0.0122374 -0.1176629  0.0001818  0.0001830 -0.0230966 -0.1161490
 6.8179245  0.0355125 -0.1022442  0.0117258 -0.1138718 -0.0000309 -0.0000482 -0.0216727 -0.1138044
 7.0852941  0.0337499 -0.1007558  0.0110405 -0.1115439  0.0000371 -0.0002136 -0.0193657 -0.1105479
 7.3526637  0.0328486 -0.0985801  0.0106657 -0.1086971 -0.0000988  0.0001093 -0.0182940 -0.1078589
 7.6200332  0.0314485 -0.0966706  0.0105494 -0.1059432  0.0001216 -0.0001497 -0.0175486 -0.1049768
 7.8874028  0.0297555 -0.0950409  0.0102727 -0.1033713 -0.0001810 -0.0000160 -0.0162829 -0.1028726
 8.1547724  0.0287722 -0.0927321  0.0098038 -0.1008844 -0.0000732  0.0001697 -0.0155011 -0.1005521
 8.4221420  0.0268258 -0.0913356  0.0094698 -0.0985248  0.0002185 -0.0001437 -0.0141025 -0.0983195
 8.6895116  0.0259735 -0.0890289  0.0095872 -0.0960656  0.0000576  0.0000152 -0.0129795 -0.0959971
 8.9568812  0.0248867 -0.0871726  0.0085601 -0.0948684 -0.0000093  0.0002086 -0.0122017 -0.0936211
 9.2242508  0.0242784 -0.0858903  0.0088083 -0.0916106 -0.0000331 -0.0000466 -0.0124532 -0.0918734
 9.4916204  0.0225156 -0.0840829  0.0086341 -0.0900802 -0.0001122 -0.0001825 -0.0111461 -0.0897127
 9.7589899  0.0231964 -0.0825939  0.0085645 -0.0883818  0.0000899 -0.0001404 -0.0108719 -0.0876448
 10.0263595  0.0221864 -0.0810808  0.0083928 -0.0866204  0.0000810 -0.0000331 -0.0102316 -0.0864415
 10.2937291  0.0206753 -0.0799485  0.0078621 -0.0848862 -0.0000554 -0.0001510 -0.0099108 -0.0845260
 10.5610987  0.0199573 -0.0779998  0.0072507 -0.0829427  0.0003581  0.0000209 -0.0089331 -0.0826061
 10.8284683  0.0193276 -0.0764377  0.0072905 -0.0809670 -0.0000011  0.0001072 -0.0086224 -0.0813826
 11.0958379  0.0189983 -0.0754035  0.0070745 -0.0802690 -0.0000490 -0.0002994 -0.0080357 -0.0802098
 11.3632075  0.0183385 -0.0744409  0.0069627 -0.0780956 -0.0000211 -0.0001366 -0.0077587 -0.0788640
 11.6305771  0.0175502 -0.0729431  0.0066645 -0.0766699 -0.0000159  0.0000909 -0.0077485 -0.0764885
 11.8979466  0.0169441 -0.0718435  0.0066674 -0.0756696 -0.0000696 -0.0000828 -0.0069735 -0.0756862
 12.1653162  0.0164868 -0.0707219  0.0064134 -0.0739757 -0.0000865  0.0000697 -0.0064391 -0.0739466
 12.4326858  0.0156643 -0.0698799  0.0055254 -0.0728854  0.0001221  0.0000750 -0.0070652 -0.0727160
 12.7000554  0.0153222 -0.0691016  0.0055136 -0.0714556  0.0000577 -0.0000206 -0.0059106 -0.0714419
 12.9674250  0.0142899 -0.0672474  0.0061466 -0.0699223 -0.0001376 -0.0000595 -0.0056419 -0.0707842
 13.2347946  0.0137063 -0.0662568  0.0060447 -0.0692983 -0.0001089  0.0000496 -0.0058944 -0.0684995
 13.5021642  0.0135666 -0.0652222  0.0051153 -0.0680957 -0.0001018 -0.0000217 -0.0053475 -0.0676086
 13.7695338  0.0133188 -0.0639108  0.0056099 -0.0664951  0.0000978  0.0001002 -0.0052743 -0.0671075
 14.0369033  0.0124073 -0.0635783  0.0048252 -0.0654194  0.0001023  0.0001702 -0.0048795 -0.0657556
 14.3042729  0.0130226 -0.0622534  0.0051549 -0.0644623 -0.0000252 -0.0001936 -0.0040884 -0.0645021
 14.5716425  0.0119668 -0.0617233  0.0044881 -0.0638996  0.0000249  0.0000882 -0.0036940 -0.0639647
 14.8390121  0.0116772 -0.0606704  0.0050570 -0.0626043  0.0001669 -0.0001834 -0.0039742 -0.0628596
 15.1063817  0.0113666 -0.0597968  0.0046974 -0.0616517 -0.0000483 -0.0002177 -0.0039018 -0.0611216
 15.3737513  0.0108683 -0.0589009  0.0041549 -0.0605220 -0.0000863  0.0000840 -0.0039078 -0.0604456
 15.6411209  0.0104821 -0.0577898  0.0046919 -0.0597770 -0.0000240 -0.0001198 -0.0035456 -0.0597574
 15.9084905  0.0101213 -0.0571587  0.0036760 -0.0587515  0.0001948  0.0000053 -0.0036441 -0.0586610
 16.1758600  0.0099545 -0.0561122  0.0036511 -0.0582809 -0.0001655  0.0001279 -0.0031502 -0.0581064
 16.4432296  0.0096731 -0.0553680  0.0038690 -0.0565100  0.0001186 -0.0000688 -0.0032418 -0.0566506
 16.7105992  0.0098351 -0.0545322  0.0042716 -0.0560597  0.0000493 -0.0000198 -0.0031819 -0.0560831
 16.9779688  0.0094476 -0.0541687  0.0030743 -0.0551797  0.0001332 -0.0001196 -0.0028853 -0.0555962
 17.2453384  0.0090818 -0.0529322  0.0035471 -0.0548330 -0.0000199  0.0000520 -0.0031212 -0.0543021
 17.5127080  0.0088700 -0.0527919  0.0038029 -0.0542845 -0.0003042  0.0000697 -0.0033360 -0.0536424
 17.7800776  0.0087928 -0.0515256  0.0033637 -0.0530035  0.0000034 -0.0000347 -0.0029561 -0.0530351
