#w_matsubara  G1_Re   G1_Im   G2_Re   G2_Im   G3_Re   G3_Im   G4_Re   G4_Im   
 0.1336848  0.3185090 -0.1467657  0.0608529 -0.6406662 -0.0027098 -0.0000832 -0.3556364 -0.2474374
 0.4010544  0.2449626 -0.1821212  0.0140547 -0.4845541 -0.0005144 -0.0000725 -0.2894698 -0.2402069
 0.6684240  0.1953268 -0.1891254  0.0012734 -0.3981752 -0.0001682 -0.0001842 -0.2406602 -0.2318788
 0.9357936  0.1613245 -0.1870528 -0.0010495 -0.3431282 -0.0000730  0.0000413 -0.2042325 -0.2230699
 1.2031631  0.1367560 -0.1807749 -0.0002576 -0.3042710 -0.0001465  0.0001756 -0.1762013 -0.2146440
 1.4705327  0.1200950 -0.1741701  0.0012635 -0.2755338 -0.0000433  0.0000490 -0.1536349 -0.2073665
 1.7379023  0.1063692 -0.1686460  0.0037938 -0.2522616 -0.0001134  0.0001423 -0.1342317 -0.2004217
 2.0052719  0.0964381 -0.1616205  0.0056062 -0.2346725  0.0000283  0.0000054 -0.1180655 -0.1929373
 2.2726415  0.0886701 -0.1562639  0.0073228 -0.2190445  0.0000947 -0.0000246 -0.1047749 -0.1864364
 2.5400111  0.0816801 -0.1506384  0.0091513 -0.2063751 -0.0001501  0.0000819 -0.0935825 -0.1804641
 2.8073807  0.0764361 -0.1459823  0.0100809 -0.1954128 -0.0000955  0.0000410 -0.0836092 -0.1746062
 3.0747503  0.0716966 -0.1426579  0.0109736 -0.1855603 -0.0001854  0.0001769 -0.0750380 -0.1693472
 3.3421198  0.0668141 -0.1385150  0.0116873 -0.1772604  0.0000947  0.0002118 -0.0673964 -0.1642308
 3.6094894  0.0636475 -0.1347956  0.0122638 -0.1698066  0.0001171  0.0000919 -0.0610292 -0.1588846
 3.8768590  0.0597509 -0.1307714  0.0131373 -0.1625204  0.0002024  0.0000596 -0.0549186 -0.1541353
 4.1442286  0.0568070 -0.1282080  0.0129133 -0.1564330  0.0001516  0.0000994 -0.0497355 -0.1491801
