#w_matsubara  g11_Re     g11_Im     g12_Re     g12_Im     g13_Re     g13_Im     g12_nambu_Re     g12_nambu_Im     
 0.1336848  5.5766084 -0.5288245 -0.3459480 -0.0677875 -0.2185657  0.1717632  0.0012829 -0.0001077
 0.4010544  5.6242869 -0.8999757 -0.3388459 -0.1363365 -0.2270552  0.1320455  0.0005845 -0.0006276
 0.6684240  5.6538722 -1.1678695 -0.3329818 -0.1840284 -0.2217895  0.1035089  0.0004433 -0.0008275
 0.9357936  5.6633647 -1.3708805 -0.3319589 -0.2145609 -0.2193273  0.0872345  0.0006378 -0.0004389
 1.2031631  5.6559405 -1.5243201 -0.3261051 -0.2339276 -0.1978589  0.0709627  0.0001155 -0.0004349
 1.4705327  5.6258963 -1.6428951 -0.3326137 -0.2438048 -0.1883597  0.0660208  0.0000897 -0.0007455
 1.7379023  5.5912469 -1.7363343 -0.3237476 -0.2468076 -0.1743314  0.0673563 -0.0004615 -0.0014340
 2.0052719  5.5610648 -1.8013938 -0.3162151 -0.2415806 -0.1467465  0.0566291 -0.0002215 -0.0002264
 2.2726415  5.5050599 -1.8393753 -0.3170591 -0.2359560 -0.1385850  0.0424326 -0.0012679 -0.0013196
 2.5400111  5.4547736 -1.8738781 -0.3111984 -0.2335266 -0.1271520  0.0398787  0.0008010 -0.0004451
 2.8073807  5.4095493 -1.8972346 -0.2994795 -0.2212586 -0.1119400  0.0466832  0.0008100 -0.0012187
 3.0747503  5.3656112 -1.9069009 -0.2982395 -0.2127833 -0.1023521  0.0308465 -0.0014223  0.0006265
 3.3421198  5.2974621 -1.9026365 -0.2932964 -0.1969673 -0.0871386  0.0436477  0.0025457  0.0023927
 3.6094894  5.2470181 -1.8856091 -0.2795358 -0.1807486 -0.0743503  0.0342419  0.0009708  0.0016896
 3.8768590  5.2143112 -1.8817335 -0.2753178 -0.1721002 -0.0723124  0.0240269  0.0013706  0.0013876
 4.1442286  5.1634383 -1.8611069 -0.2653903 -0.1624160 -0.0659711  0.0322808  0.0007136  0.0011556
 4.4115982  5.1349790 -1.8413424 -0.2485947 -0.1452409 -0.0583500  0.0332963  0.0004484  0.0005644
 4.6789678  5.0895580 -1.8221449 -0.2408178 -0.1400908 -0.0448327  0.0194349  0.0048606 -0.0034258
 4.9463374  5.0644338 -1.7952924 -0.2243880 -0.1305096 -0.0222829  0.0234770  0.0031572  0.0003282
 5.2137070  5.0134907 -1.7528603 -0.2270249 -0.1150059 -0.0424925  0.0289682 -0.0002360  0.0014648
 5.4810765  4.9789460 -1.7336526 -0.2259034 -0.1122746 -0.0128945  0.0292334 -0.0005331 -0.0031821
 5.7484461  4.9540925 -1.7156289 -0.2086448 -0.1009124 -0.0245388  0.0118294  0.0007032 -0.0051200
 6.0158157  4.9401417 -1.6808614 -0.1851681 -0.1008578 -0.0347031  0.0131966 -0.0026047  0.0064502
 6.2831853  4.9098799 -1.6589495 -0.1967194 -0.0873903 -0.0324078  0.0167440  0.0054760  0.0015847
 6.5505549  4.8783521 -1.6040600 -0.2016723 -0.0733281 -0.0176757  0.0187492 -0.0004593 -0.0058983
 6.8179245  4.8491893 -1.5932832 -0.1623816 -0.0677278  0.0212595  0.0294253 -0.0082441 -0.0032674
 7.0852941  4.8591794 -1.5715073 -0.1661283 -0.0763043 -0.0235247  0.0316363  0.0030371 -0.0008788
 7.3526637  4.8346272 -1.5191001 -0.1488085 -0.0619075 -0.0171760  0.0120446  0.0009943 -0.0022838
 7.6200332  4.8358753 -1.4982615 -0.1394424 -0.0894172 -0.0097553 -0.0246400 -0.0041320  0.0044581
 7.8874028  4.7783466 -1.4755857 -0.1521253 -0.0553669 -0.0162021 -0.0239392 -0.0005557  0.0077899
 8.1547724  4.7821870 -1.4917779 -0.1330225 -0.0624943 -0.0019289  0.0133918  0.0067921  0.0079782
 8.4221420  4.7358668 -1.4416869 -0.1387099 -0.0633039  0.0198592  0.0052646  0.0013515  0.0029989
 8.6895116  4.7861226 -1.4091889 -0.1395626 -0.0579159 -0.0646244  0.0198773 -0.0048187  0.0022718
 8.9568812  4.7361120 -1.3768126 -0.1468227 -0.0448459 -0.0333945  0.0309234 -0.0041232 -0.0013140
 9.2242508  4.6583499 -1.3496504 -0.1294380 -0.0180652  0.0321905  0.0243183  0.0121733 -0.0018691
 9.4916204  4.7015594 -1.3084948 -0.1120498 -0.0495062 -0.0041536  0.0118091  0.0114153 -0.0185242
 9.7589899  4.6990066 -1.2783518 -0.1291353 -0.0250583  0.0015254  0.0105130  0.0058940 -0.0154791
 10.0263595  4.7341136 -1.2977330 -0.0936175 -0.0329790 -0.0229501  0.0179090  0.0075351  0.0030527
 10.2937291  4.6423062 -1.2462338 -0.1180089  0.0014189 -0.0481128 -0.0022587  0.0199602 -0.0146305
 10.5610987  4.7087545 -1.1699848 -0.1056947 -0.0159376 -0.0300934 -0.0033571 -0.0024094 -0.0056951
 10.8284683  4.6367001 -1.1873829 -0.1149044 -0.0361627 -0.0034050  0.0214956 -0.0192463  0.0048753
 11.0958379  4.6781580 -1.1979336 -0.0992088 -0.0235235 -0.0416194  0.0320964  0.0084802 -0.0002269
 11.3632075  4.6379397 -1.1198122 -0.0830410 -0.0245951 -0.0078690 -0.0503798  0.0094408  0.0054705
 11.6305771  4.5758390 -1.1676262 -0.0872987 -0.0428287 -0.0322327  0.0073589 -0.0198826  0.0090825
 11.8979466  4.5864592 -1.1132199 -0.0539177 -0.0290343 -0.0020831  0.0084765 -0.0020117 -0.0022697
 12.1653162  4.5812458 -1.1915418 -0.1103703 -0.0105318  0.0269207 -0.0171269  0.0259824  0.0017027
 12.4326858  4.5774508 -1.0506081 -0.1127225 -0.0222629 -0.0066301 -0.0134082  0.0009231 -0.0141508
 12.7000554  4.5251182 -1.0349810 -0.0767466 -0.0033601  0.0215371  0.0943423 -0.0154550 -0.0050244
 12.9674250  4.5137623 -1.0754577 -0.0553885 -0.0190466  0.0339521  0.0402945  0.0235867  0.0320849
 13.2347946  4.5495045 -1.0106736 -0.0729050  0.0059913  0.0093024 -0.0086827  0.0286510  0.0077276
 13.5021642  4.5936731 -1.0452913 -0.0556707 -0.0193935 -0.0576271  0.0135446  0.0000984 -0.0235815
 13.7695338  4.6116172 -1.0347986 -0.0430396  0.0522056  0.0186687  0.1313417  0.0039601 -0.0074826
 14.0369033  4.6493178 -0.9558347 -0.0387007  0.0219073  0.0151045 -0.1035085  0.0156829 -0.0026862
 14.3042729  4.6682893 -1.0596674 -0.0472623 -0.0076324 -0.0444747  0.0043132  0.0173813 -0.0124928
 14.5716425  4.5920891 -0.9385520  0.0021528 -0.0235570 -0.0086165 -0.0859392 -0.0107011 -0.0260151
 14.8390121  4.5948723 -1.0429781 -0.0621204 -0.0033286  0.0139547 -0.0082853 -0.0055421 -0.0114751
 15.1063817  4.6192884 -0.9485071 -0.1139015 -0.0180607 -0.0589469  0.0142546  0.0183627 -0.0032670
 15.3737513  4.4261345 -0.9069224 -0.0640546  0.0173896  0.0376841 -0.0026037  0.0035475 -0.0350916
 15.6411209  4.5280560 -0.9880618 -0.0312305 -0.0273982  0.0986483  0.0921606 -0.0307324 -0.0047922
 15.9084905  4.5610599 -0.8846483 -0.0363274 -0.0685624 -0.1030335 -0.0297382 -0.0043946  0.0180742
 16.1758600  4.5186001 -0.9192497 -0.0643628  0.0034415  0.0371653 -0.0538009  0.0086266  0.0266225
 16.4432296  4.5358474 -0.9042564 -0.0915423  0.0134149  0.0578310  0.0652790 -0.0418073  0.0011685
 16.7105992  4.5492231 -0.9362011 -0.0858327 -0.0171242 -0.0097478  0.0995579 -0.0310392  0.0310580
 16.9779688  4.5254600 -0.7936235 -0.0909695 -0.0492819 -0.0094744  0.0280067  0.0230493  0.0271876
 17.2453384  4.4646259 -0.7300892 -0.0479721 -0.0489946  0.0093574  0.0151109 -0.0186840 -0.0469207
 17.5127080  4.5249162 -0.9072876  0.0389015  0.0265611  0.0611816  0.1527485 -0.0287787  0.0049781
 17.7800776  4.5084839 -0.9263412 -0.0610821  0.0621894  0.0092326  0.0150325  0.0512126  0.0670507
 18.0474472  4.5821415 -0.6691412 -0.0202941  0.0428978 -0.1070112 -0.0561838  0.0578900 -0.0228558
 18.3148167  4.6031427 -0.8166209  0.0422191 -0.0718398 -0.0242717 -0.0179011  0.0082468 -0.0125734
 18.5821863  4.5894273 -0.7887964  0.0009509 -0.0315585 -0.0795152 -0.0177302 -0.0325731  0.0278661
 18.8495559  4.4977333 -0.6141333 -0.0456001  0.0885320  0.0414093 -0.0699787  0.0493366  0.0308827
 19.1169255  4.5710853 -0.7578641  0.0070792 -0.0078596 -0.0361962  0.0850063  0.0454914 -0.0443085
 19.3842951  4.3844345 -0.6573270 -0.0025744  0.0031462  0.1626311  0.1284135 -0.0164812 -0.0007193
 19.6516647  4.5888436 -0.8879834 -0.0076781 -0.0533045  0.1439731 -0.1000371 -0.0147189  0.0322476
 19.9190343  4.5538317 -0.7002790  0.0382486 -0.1558895  0.0027859 -0.1290290  0.0064180 -0.0054283
 20.1864039  4.3327707 -0.6411003 -0.0462880 -0.0723893  0.0779789 -0.1899281 -0.0010402 -0.0398753
 20.4537734  4.5131575 -0.7715365 -0.0731814 -0.1438953 -0.2022961  0.0111850 -0.0498438 -0.0067494
 20.7211430  4.3804668 -0.6111282 -0.0951866 -0.0022056  0.0774697 -0.0067307  0.0363377  0.0097420
 20.9885126  4.5673833 -0.7090258  0.0374376 -0.0125069  0.1202814 -0.0127403  0.0175687 -0.0028567
 21.2558822  4.3956719 -0.8038742  0.0523919 -0.0520085  0.0816004  0.0127029 -0.0647391  0.0325690
 21.5232518  4.3172972 -0.8000161 -0.1198756  0.0220331  0.0742822  0.0253137 -0.0151879  0.0301700
 21.7906214  4.4404277 -0.7745965 -0.1034076  0.0881289  0.0412339 -0.0098861  0.0245715  0.0091095
 22.0579910  4.4079450 -0.6836720 -0.0635649  0.1245957 -0.0439581  0.1363497 -0.0551259 -0.0569061
 22.3253606  4.5694877 -0.8422400  0.0078242  0.0355062  0.0717618  0.3687071 -0.0269801 -0.0656062
 22.5927301  4.4790467 -0.5308218  0.0358231 -0.0170794  0.2361283 -0.1514350  0.0350560  0.0056001
 22.8600997  4.3951032 -0.5739332 -0.0215269  0.0038400  0.0915147 -0.1227095  0.0419979 -0.0235015
 23.1274693  4.3315327 -0.6867136  0.0024930 -0.0051557 -0.0559993 -0.0699677  0.0471236  0.0038368
 23.3948389  4.2099478 -0.4584903  0.0228525 -0.0159212  0.1554666 -0.1585207 -0.0033477  0.0488251
 23.6622085  4.4945397 -0.7530462  0.0488605 -0.0355020 -0.0153418  0.0514952  0.0587035  0.0387990
 23.9295781  4.5455317 -0.4364374 -0.0979746  0.1069946  0.0009778 -0.0434808  0.0170202 -0.0648129
 24.1969477  4.4776062 -0.6187053 -0.0361640  0.0013843  0.0005907  0.0793401 -0.0973515 -0.0441261
 24.4643173  4.5793962 -0.7714621 -0.0369478 -0.0786737 -0.0379952  0.2184257 -0.0276528  0.0359034
 24.7316868  4.5465733 -0.5763558 -0.0238698  0.0242817  0.2117498 -0.0010550 -0.0033918  0.0235256
 24.9990564  4.4136702 -0.7051004 -0.0430533  0.0064426  0.0111571  0.1496280 -0.0076252 -0.0136242
 25.2664260  4.4037372 -0.6554301  0.0905019 -0.0778075  0.0576719  0.1812024  0.0005729  0.0348186
 25.5337956  4.4514928 -0.6401901 -0.1962665 -0.1362779 -0.0117055 -0.1524468  0.0710759  0.0931866
 25.8011652  4.6265822 -0.5729867  0.0269880 -0.0992550 -0.2675437 -0.0430793  0.0468249 -0.0346829
 26.0685348  4.6448411 -0.3967037 -0.1444083 -0.1353682 -0.1077358 -0.1522649 -0.0747450 -0.0322690
 26.3359044  4.4365012 -0.6334384 -0.0089736  0.0016266  0.0883171  0.1088318 -0.0253139  0.0480465
 26.6032740  4.4187989 -0.4466705  0.2458019  0.0123449 -0.0523256 -0.1958483  0.0456473  0.0057375
 26.8706435  4.3299541 -1.0745456  0.0404106 -0.1793117  0.0660257 -0.0973837  0.0133437 -0.0750227
 27.1380131  4.5005998 -0.7216838 -0.0379433  0.0750708  0.1856518  0.2187957 -0.0738242  0.0133469
