#iter  N
1 1.0859984
2 1.0881069
3 1.0891973
4 1.0899482
5 1.0903813
6 1.0907853
7 1.0909265
8 1.0910715
9 1.0911803
10 1.0911559
11 1.0911795
12 1.0913535
13 1.0912651
14 1.0913616
15 1.0913452
16 1.0913325
17 1.0911974
18 1.0911799
19 1.0913241
20 1.0912630
21 1.0912211
22 1.0913667
23 1.0913025
24 1.0913681
25 1.0913528
26 1.0913059
27 1.0912897
28 1.0912592
29 1.0912471
30 1.0912246
31 1.0912545
32 1.0913150
33 1.0912239
34 1.0914161
35 1.0915111
36 1.0915767
37 1.0916313
38 1.0914875
39 1.0913306
40 1.0914455
41 1.0913406
42 1.0913290
43 1.0912747
44 1.0912438
45 1.0914657
46 1.0913157
47 1.0912859
48 1.0913212
49 1.0913384
50 1.0913512
51 1.0913112
52 1.0911369
53 1.0912975
54 1.0912964
55 1.0913342
56 1.0913991
57 1.0914063
58 1.0912436
59 1.0913278
60 1.0912680
61 1.0913372
62 1.0914143
63 1.0913686
64 1.0913291
