#w_matsubara  G1_Re   G1_Im   G2_Re   G2_Im   G3_Re   G3_Im   G4_Re   G4_Im   
 0.1047198  0.3130383 -0.0952325  0.0296330 -0.4571659 -0.4613254  0.0005423 -0.4066499 -0.1976158
 0.3141593  0.2562990 -0.1537905  0.0028395 -0.4920843 -0.1368095 -0.0001049 -0.3201871 -0.2337259
 0.5235988  0.2144537 -0.1700787 -0.0044337 -0.4248813 -0.0525659  0.0006611 -0.2731103 -0.2306226
 0.7330383  0.1824091 -0.1736856 -0.0066370 -0.3731056 -0.0259808  0.0003641 -0.2373658 -0.2248470
 0.9424778  0.1575586 -0.1730130 -0.0051605 -0.3342601 -0.0140380 -0.0002192 -0.2093306 -0.2192128
 1.1519173  0.1391744 -0.1696787 -0.0037138 -0.3052153 -0.0088188  0.0000131 -0.1859178 -0.2136623
 1.3613568  0.1251767 -0.1660901 -0.0006563 -0.2811520 -0.0048442 -0.0002797 -0.1665413 -0.2081553
 1.5707963  0.1143591 -0.1614532  0.0007877 -0.2621355 -0.0033256 -0.0000059 -0.1500153 -0.2032459
 1.7802358  0.1053430 -0.1570959  0.0032246 -0.2460870 -0.0020488 -0.0001959 -0.1358632 -0.1976873
 1.9896753  0.0977464 -0.1542306  0.0054959 -0.2325776 -0.0021613  0.0001873 -0.1227255 -0.1927240
 2.1991149  0.0911101 -0.1503181  0.0072743 -0.2204040 -0.0017733 -0.0004105 -0.1116690 -0.1883952
 2.4085544  0.0856814 -0.1462060  0.0086061 -0.2101747 -0.0010653  0.0000511 -0.1018942 -0.1834596
 2.6179939  0.0810978 -0.1434261  0.0094176 -0.2009242 -0.0003196  0.0001542 -0.0927043 -0.1790188
 2.8274334  0.0776006 -0.1408399  0.0109482 -0.1928792 -0.0007093  0.0001024 -0.0848503 -0.1746969
 3.0368729  0.0735692 -0.1383996  0.0114707 -0.1853990 -0.0004817 -0.0002040 -0.0778177 -0.1701939
 3.2463124  0.0699164 -0.1348230  0.0121449 -0.1787901 -0.0002306 -0.0001960 -0.0715796 -0.1658934
 3.4557519  0.0669740 -0.1323158  0.0126922 -0.1724717 -0.0006077 -0.0000090 -0.0663125 -0.1617251
 3.6651914  0.0642618 -0.1305090  0.0129320 -0.1678472 -0.0004716  0.0003087 -0.0611277 -0.1581174
 3.8746309  0.0617208 -0.1271674  0.0130945 -0.1620992 -0.0003997 -0.0006164 -0.0559684 -0.1543369
 4.0840704  0.0590067 -0.1251606  0.0131249 -0.1570955 -0.0003461 -0.0003998 -0.0522701 -0.1507355
 4.2935100  0.0569618 -0.1227581  0.0139895 -0.1529482 -0.0001008 -0.0003800 -0.0488540 -0.1475117
 4.5029495  0.0541042 -0.1212877  0.0138485 -0.1489390 -0.0000941  0.0003312 -0.0451568 -0.1441167
 4.7123890  0.0523754 -0.1185936  0.0134709 -0.1452021 -0.0001332 -0.0001545 -0.0417028 -0.1409943
 4.9218285  0.0510699 -0.1172747  0.0137086 -0.1409289 -0.0001772  0.0001079 -0.0387354 -0.1377277
 5.1312680  0.0490848 -0.1151390  0.0139642 -0.1382732 -0.0001412 -0.0000940 -0.0360936 -0.1345072
 5.3407075  0.0468088 -0.1135579  0.0133018 -0.1336763  0.0002688 -0.0000885 -0.0336008 -0.1313977
 5.5501470  0.0449120 -0.1112018  0.0134276 -0.1307260  0.0002111  0.0000321 -0.0310160 -0.1287859
 5.7595865  0.0443291 -0.1094195  0.0132731 -0.1274447  0.0000982  0.0003314 -0.0296113 -0.1261371
 5.9690260  0.0418559 -0.1078215  0.0125910 -0.1244393 -0.0001499 -0.0003141 -0.0277061 -0.1230565
 6.1784656  0.0407842 -0.1063552  0.0125907 -0.1215914 -0.0001718  0.0002884 -0.0260874 -0.1210075
 6.3879051  0.0388906 -0.1050354  0.0124123 -0.1191715 -0.0002348 -0.0000221 -0.0243115 -0.1180721
 6.5973446  0.0374299 -0.1027556  0.0125937 -0.1174566 -0.0001350 -0.0001552 -0.0229780 -0.1161573
 6.8067841  0.0367413 -0.1015390  0.0117766 -0.1142843  0.0001976  0.0000789 -0.0216410 -0.1140077
 7.0162236  0.0351820 -0.0999556  0.0111011 -0.1119858  0.0003340 -0.0000207 -0.0201915 -0.1114079
 7.2256631  0.0342486 -0.0984246  0.0116269 -0.1098302  0.0003625  0.0002874 -0.0192404 -0.1093040
 7.4351026  0.0328735 -0.0972272  0.0112155 -0.1077541 -0.0000558  0.0008116 -0.0184090 -0.1071834
 7.6445421  0.0318033 -0.0954889  0.0116664 -0.1059436  0.0001051 -0.0001282 -0.0174101 -0.1054146
 7.8539816  0.0306121 -0.0936756  0.0114172 -0.1043334  0.0000242  0.0000568 -0.0163396 -0.1035916
 8.0634211  0.0297222 -0.0921018  0.0103853 -0.1011526 -0.0002900 -0.0005012 -0.0153925 -0.1016730
 8.2728607  0.0288848 -0.0908331  0.0100253 -0.0997033 -0.0001845 -0.0001113 -0.0144858 -0.0997698
 8.4823002  0.0277231 -0.0899153  0.0098373 -0.0983148 -0.0003856  0.0000386 -0.0140940 -0.0977959
 8.6917397  0.0271991 -0.0886505  0.0092189 -0.0965481 -0.0002494  0.0004593 -0.0130889 -0.0956647
 8.9011792  0.0261387 -0.0867933  0.0091241 -0.0943472 -0.0000434  0.0001823 -0.0131886 -0.0940905
