#iter  N
1 1.0982518
2 1.0980250
3 1.0982573
4 1.0982152
5 1.0982649
6 1.0983444
7 1.0983170
8 1.0983519
9 1.0982341
10 1.0984803
11 1.0982770
12 1.0983250
13 1.0984260
14 1.0982975
15 1.0981392
16 1.0982114
17 1.0981874
18 1.0982252
19 1.0982879
20 1.0982440
21 1.0981133
22 1.0981952
23 1.0981272
24 1.0982718
25 1.0984254
26 1.0983674
27 1.0983576
28 1.0984398
29 1.0983766
30 1.0983554
31 1.0984802
32 1.0983994
33 1.0983883
34 1.0981254
35 1.0982709
36 1.0982086
37 1.0982038
38 1.0980505
39 1.0980350
40 1.0981968
41 1.0982467
42 1.0981630
43 1.0981938
44 1.0980554
45 1.0981248
46 1.0981920
47 1.0983707
48 1.0979911
49 1.0981947
50 1.0984135
51 1.0983825
52 1.0982517
53 1.0985360
54 1.0985584
55 1.0984763
56 1.0983982
57 1.0983388
58 1.0984674
59 1.0984692
60 1.0983150
61 1.0982975
62 1.0982110
63 1.0982142
64 1.0981856
64 1.0982865
65 1.0983635
66 1.0985063
67 1.0984226
68 1.0984800
69 1.0982228
70 1.0982008
71 1.0983295
72 1.0981946
73 1.0982336
74 1.0982336
75 1.0982328
76 1.0980256
77 1.0981011
78 1.0979845
79 1.0981580
80 1.0980114
81 1.0980138
82 1.0981703
83 1.0982961
84 1.0981588
85 1.0984468
86 1.0986010
87 1.0985203
88 1.0985565
89 1.0982756
90 1.0981576
91 1.0980955
92 1.0980583
93 1.0982313
94 1.0982351
95 1.0982207
96 1.0981129
97 1.0981667
98 1.0982206
99 1.0984368
100 1.0984183
101 1.0982190
102 1.0982747
103 1.0981660
104 1.0983474
105 1.0983298
106 1.0983816
107 1.0983459
108 1.0983134
109 1.0983582
110 1.0981997
111 1.0982790
112 1.0982526
113 1.0982852
114 1.0981498
115 1.0982347
116 1.0982979
117 1.0984121
118 1.0981799
119 1.0983655
120 1.0983754
121 1.0984684
122 1.0983427
123 1.0980975
124 1.0981951
125 1.0983142
126 1.0983277
127 1.0983607
