#w_matsubara  SzSz   
 0.0000000  1.5216569
 0.2617994  0.7240651
 0.5235988  0.4350718
 0.7853982  0.2953649
 1.0471976  0.2151454
 1.3089969  0.1647733
 1.5707963  0.1310624
 1.8325957  0.1070913
 2.0943951  0.0890275
 2.3561945  0.0756086
 2.6179939  0.0650427
 2.8797933  0.0568338
 3.1415927  0.0498535
 3.4033920  0.0443417
 3.6651914  0.0396421
 3.9269908  0.0356243
 4.1887902  0.0322347
 4.4505896  0.0294091
 4.7123890  0.0269012
 4.9741884  0.0246821
 5.2359878  0.0227950
 5.4977871  0.0210571
 5.7595865  0.0195203
 6.0213859  0.0181427
 6.2831853  0.0169624
 6.5449847  0.0158626
 6.8067841  0.0148582
 7.0685835  0.0139509
 7.3303829  0.0131343
 7.5921822  0.0123869
 7.8539816  0.0116863
 8.1157810  0.0110599
 8.3775804  0.0105032
 8.6393798  0.0099301
 8.9011792  0.0094465
 9.1629786  0.0089808
 9.4247780  0.0085641
 9.6865773  0.0081599
 9.9483767  0.0077981
 10.2101761  0.0074488
 10.4719755  0.0071259
 10.7337749  0.0068208
 10.9955743  0.0065281
 11.2573737  0.0062674
 11.5191731  0.0060261
 11.7809725  0.0057811
 12.0427718  0.0055598
 12.3045712  0.0053485
 12.5663706  0.0051551
 12.8281700  0.0049487
 13.0899694  0.0047804
 13.3517688  0.0046126
 13.6135682  0.0044538
 13.8753676  0.0043129
 14.1371669  0.0041606
 14.3989663  0.0040270
 14.6607657  0.0038847
 14.9225651  0.0037671
 15.1843645  0.0036578
 15.4461639  0.0035439
 15.7079633  0.0034260
 15.9697627  0.0033262
 16.2315620  0.0032272
 16.4933614  0.0031327
 16.7551608  0.0030477
 17.0169602  0.0029635
 17.2787596  0.0028748
 17.5405590  0.0027959
 17.8023584  0.0027208
 18.0641578  0.0026476
 18.3259571  0.0025779
 18.5877565  0.0025100
 18.8495559  0.0024460
 19.1113553  0.0023875
 19.3731547  0.0023246
 19.6349541  0.0022614
 19.8967535  0.0022075
 20.1585529  0.0021555
 20.4203522  0.0021081
 20.6821516  0.0020542
 20.9439510  0.0020048
 21.2057504  0.0019541
 21.4675498  0.0019094
 21.7293492  0.0018675
 21.9911486  0.0018260
 22.2529480  0.0017840
 22.5147474  0.0017471
 22.7765467  0.0017062
 23.0383461  0.0016709
 23.3001455  0.0016376
 23.5619449  0.0015996
 23.8237443  0.0015668
 24.0855437  0.0015360
 24.3473431  0.0015005
 24.6091425  0.0014730
 24.8709418  0.0014405
 25.1327412  0.0014170
 25.3945406  0.0013853
 25.6563400  0.0013605
 25.9181394  0.0013336
 26.1799388  0.0013075
 26.4417382  0.0012816
 26.7035376  0.0012577
 26.9653369  0.0012340
 27.2271363  0.0012123
 27.4889357  0.0011889
 27.7507351  0.0011669
 28.0125345  0.0011508
 28.2743339  0.0011261
 28.5361333  0.0011049
 28.7979327  0.0010853
 29.0597320  0.0010669
 29.3215314  0.0010512
 29.5833308  0.0010309
 29.8451302  0.0010139
 30.1069296  0.0009951
 30.3687290  0.0009795
 30.6305284  0.0009645
 30.8923278  0.0009479
 31.1541271  0.0009330
 31.4159265  0.0009182
 31.6777259  0.0009002
 31.9395253  0.0008870
 32.2013247  0.0008750
 32.4631241  0.0008618
 32.7249235  0.0008480
 32.9867229  0.0008332
 33.2485223  0.0008227
 33.5103216  0.0008100
 33.7721210  0.0007958
 34.0339204  0.0007852
 34.2957198  0.0007736
 34.5575192  0.0007627
 34.8193186  0.0007501
 35.0811180  0.0007388
 35.3429174  0.0007283
 35.6047167  0.0007171
 35.8665161  0.0007107
 36.1283155  0.0006983
 36.3901149  0.0006882
 36.6519143  0.0006795
 36.9137137  0.0006712
 37.1755131  0.0006599
 37.4373125  0.0006520
 37.6991118  0.0006425
 37.9609112  0.0006338
 38.2227106  0.0006261
 38.4845100  0.0006183
 38.7463094  0.0006096
 39.0081088  0.0006018
 39.2699082  0.0005933
 39.5317076  0.0005856
 39.7935069  0.0005773
