tp	tpp	U	ave_D       	ave_mu     	ave_M       	mu	dt	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	tb1a_1	tb1b_1	tb2a_1	tb2b_1	tb3a_1	tb3b_1	tb4a_1	tb4b_1	tb5a_1	tb5b_1	tb6a_1	tb6b_1	tb7a_1	tb7b_1	tb8a_1	tb8b_1	pb3a_1	pb4b_1	pb5b_1	pb6a_1	db3a_1	db3b_1	db4a_1	db4b_1	db5a_1	db5b_1	db6a_1	db6b_1	mb1a_1	mb2a_1	mb3a_1	mb3b_1	mb4a_1	mb4b_1	mb5a_1	mb5b_1	mb6a_1	mb6b_1	mb7a_1	mb8a_1
-0.3	0.2	8	0.042498885 	1.078856400	-0.554874960	5.25	0	-0.17976197	0.18917314	1.2415309	-0.32003193	0.39218325	-0.16245246	1.3372976	-0.61404964	-0.18212925	0.18212964	0.045057432	0.045057397	-0.3773438	-0.37734496	-0.14515525	-0.14515808	-0.24731525	-0.2473164	-0.15798661	-0.15798495	0.45225494	0.452255	0.1073988	0.10739852	-0.0073194102	0.025648181	0.03408546	-0.063947884	-0.0073158519	-0.0073157675	-0.025772627	-0.02577163	0.034000498	0.03400547	0.063950136	0.063945406	-0.032945764	0.18299415	0.37734134	-0.37734038	0.1451666	-0.14516405	-0.24729944	0.24730144	-0.15797969	0.15798111	-0.2451515	0.31759907
-0.3	0.2	8	0.058434283 	1.088111300	-0.515596610	5.3	0	-0.17904681	0.19302513	1.178665	-0.2718301	0.43187836	-0.17413007	1.2876924	-0.53447411	-0.19908668	0.19908677	0.05125941	0.051259315	-0.37009611	-0.37009608	-0.14873398	-0.14873401	-0.24636114	-0.24636101	-0.16357353	-0.16357356	0.4461867	0.4461868	0.078142735	0.07814257	-0.010940886	0.038657489	0.04810272	-0.090900564	-0.010942866	-0.010943295	-0.038687429	-0.038686814	0.04808928	0.048088807	0.090904018	0.090904572	-0.04938113	0.18793956	0.37008768	-0.37008773	0.14871595	-0.14871589	-0.24635164	0.2463514	-0.16355858	0.16355871	-0.24194381	0.31382282
-0.3	0.2	8	0.061224574 	1.090002600	-0.505651050	5.31	0	-0.17872645	0.19294614	1.1619224	-0.26292952	0.439849	-0.17609679	1.272619	-0.51793575	-0.202502	0.20250187	0.053097894	0.053097757	-0.36810391	-0.36810386	-0.14936168	-0.14936164	-0.24619659	-0.24619649	-0.16470889	-0.16470902	0.44471134	0.44471149	0.071345771	0.071345599	-0.011715353	0.041319622	0.050258294	-0.095197018	-0.011718069	-0.0117185	-0.041349299	-0.04134878	0.050247246	0.050246804	0.095201648	0.095202083	-0.053019588	0.18840557	0.36809508	-0.36809513	0.14933789	-0.14933789	-0.24618702	0.24618678	-0.16469001	0.16469011	-0.24061555	0.31247621
-0.3	0.2	8	0.063840064 	1.091907200	-0.494828500	5.32	0	-0.17836465	0.19191297	1.1433998	-0.25439953	0.44736935	-0.17788618	1.2545285	-0.50103073	-0.20586799	0.20586795	0.055262545	0.055262416	-0.36589093	-0.36589089	-0.14997032	-0.14997006	-0.2460716	-0.24607142	-0.16586446	-0.16586478	0.44321174	0.44321192	0.064325976	0.064325853	-0.012519964	0.044002945	0.052168133	-0.099056773	-0.012523048	-0.012523114	-0.044033496	-0.044034654	0.05215915	0.052158326	0.099063429	0.099063424	-0.056625502	0.18840016	0.36588279	-0.36588282	0.14993848	-0.14993872	-0.24606274	0.24606283	-0.16584019	0.16583987	-0.23883823	0.31085622
-0.3	0.2	8	0.066326531 	1.093841500	-0.482803140	5.33	0	-0.17784735	0.1896514	1.1225956	-0.246051	0.45440242	-0.1795093	1.2323092	-0.48335524	-0.20918523	0.20918404	0.057900504	0.057900255	-0.36338609	-0.36338602	-0.15056493	-0.15056599	-0.24596691	-0.24596712	-0.16702435	-0.16702356	0.44166515	0.44166545	0.057037887	0.057037701	-0.013375005	0.046759988	0.053906046	-0.10260052	-0.01337923	-0.013378772	-0.046795669	-0.04679547	0.053895755	0.05389666	0.10260882	0.10260833	-0.060157311	0.18775587	0.36337799	-0.36337802	0.15052601	-0.15052491	-0.24595745	0.24595846	-0.1669922	0.16699285	-0.23644756	0.30889908
-0.3	0.2	8	0.068776505 	1.095844300	-0.468771650	5.34	0	-0.17708192	0.18580928	1.0981448	-0.23743636	0.46112634	-0.18088043	1.2037611	-0.46398259	-0.212545	0.21254384	0.061338759	0.061338549	-0.36040158	-0.36040056	-0.15116187	-0.15115309	-0.24586768	-0.24586799	-0.1681701	-0.16817698	0.43998363	0.43998398	0.049211775	0.049211942	-0.014329295	0.049715015	0.055539852	-0.10597677	-0.014332174	-0.014333435	-0.049751693	-0.049756875	0.05553573	0.055533861	0.10599127	0.10598985	-0.063646078	0.18621465	0.36039273	-0.36039371	0.15110583	-0.15111462	-0.2458608	0.24585914	-0.16813987	0.16813322	-0.23313548	0.30645521
-0.3	0.2	8	0.044021119 	1.077896500	-0.654268270	5.34	0	-0.50222087	0.49576698	2.1306071	-1.6473924	1.5082167	-0.63838049	2.1506649	-2.8270138	-0.20927122	0.20927361	0.035934023	0.035933936	-0.18164438	-0.1816441	-0.083024798	-0.083105563	-0.058915233	-0.058834961	-0.057921752	-0.057918026	0.48934939	0.48934904	0.3004533	0.30045373	-0.20289498	0.42606095	0.3272312	-0.30619534	-0.20260956	-0.20264868	-0.42611547	-0.42612714	0.32700891	0.32697063	0.30618992	0.30619035	0.013279246	0.30371827	0.18164666	-0.18164142	0.083533752	-0.083455231	-0.058413383	0.058494567	-0.05793412	0.057937234	-0.35612691	0.47267976
-0.3	0.2	8	0.071213504 	1.097980300	-0.451431840	5.35	0	-0.17604292	0.17953018	1.0677346	-0.2280877	0.4674522	-0.18177045	1.1649021	-0.44188378	-0.21604343	0.21604273	0.066145608	0.06614552	-0.35663434	-0.35663428	-0.15176291	-0.15176251	-0.24581262	-0.24581257	-0.16932369	-0.16932399	0.43806129	0.43806139	0.040654494	0.040654326	-0.015448121	0.052999823	0.057033805	-0.10916524	-0.015453201	-0.015453413	-0.053046019	-0.053046325	0.057028277	0.057028136	0.10918131	0.10918115	-0.066948999	0.18320834	0.35662619	-0.35662619	0.15170044	-0.15170082	-0.24580374	0.24580371	-0.16927445	0.16927408	-0.22830884	0.30331168
-0.3	0.2	8	0.071212791 	1.097980100	-0.451435830	5.35	0	-0.17604387	0.17952961	1.0677423	-0.22808943	0.46745044	-0.18177049	1.1649102	-0.44188952	-0.21604285	0.2160427	0.066144582	0.066144439	-0.35663514	-0.35663509	-0.15176105	-0.15176074	-0.24581197	-0.24581192	-0.16932204	-0.16932231	0.43806266	0.43806284	0.040655332	0.040655134	-0.015447893	0.053000696	0.057033492	-0.10916541	-0.015452796	-0.015452992	-0.053043325	-0.053043576	0.05702914	0.057028959	0.10918052	0.10918041	-0.066949187	0.18320818	0.3566275	-0.35662752	0.15170207	-0.15170238	-0.24580392	0.2458039	-0.16927566	0.16927535	-0.22830969	0.30331255
-0.3	0.2	8	0.073701474 	1.100410500	-0.427428430	5.36	0	-0.17461826	0.16870459	1.0254668	-0.21697026	0.4731566	-0.1819596	1.1056577	-0.41512057	-0.2198994	0.2198986	0.073732713	0.073732617	-0.35130093	-0.35130081	-0.15239911	-0.15239815	-0.24584461	-0.24584464	-0.17052006	-0.17052087	0.43557136	0.43557117	0.031139012	0.031139003	-0.016916568	0.056988264	0.058363199	-0.11217869	-0.016919801	-0.016920001	-0.057021856	-0.057022444	0.058360544	0.058360408	0.11219238	0.11219207	-0.069494603	0.17726547	0.35129645	-0.35129653	0.15235129	-0.15235221	-0.24583976	0.24583971	-0.17048265	0.17048187	-0.22040622	0.2990772
-0.3	0.2	8	0.073970696 	1.100693200	-0.424218770	5.361	0	-0.17442316	0.16715314	1.0198268	-0.21561453	0.47369201	-0.1819198	1.0974043	-0.41191363	-0.22033757	0.2203362	0.07481635	0.074816001	-0.35057805	-0.35057788	-0.15247128	-0.15247005	-0.24585409	-0.2458542	-0.17065031	-0.1706513	0.43523928	0.43523953	0.030088944	0.030089254	-0.017107926	0.057478651	0.058493436	-0.11248786	-0.017110984	-0.017110805	-0.057513766	-0.0575147	0.058489538	0.058489522	0.11250183	0.11250147	-0.069645903	0.17634649	0.3505755	-0.35057565	0.15242295	-0.15242417	-0.2458502	0.24585013	-0.17061232	0.17061133	-0.21926015	0.2985459
-0.3	0.2	8	0.074248470 	1.100989400	-0.420733920	5.362	0	-0.17420767	0.16545098	1.013708	-0.21417252	0.47422259	-0.18186131	1.0883745	-0.40853251	-0.22079347	0.22079209	0.076007721	0.076007364	-0.34979242	-0.34979225	-0.15254602	-0.15254464	-0.24586552	-0.24586561	-0.17078288	-0.17078401	0.4348781	0.43487836	0.029008451	0.029008787	-0.017313416	0.058000869	0.058625092	-0.11280385	-0.017316393	-0.017316214	-0.058035571	-0.058036599	0.058621457	0.058621401	0.11281795	0.11281757	-0.069760596	0.17531894	0.34979012	-0.34979027	0.15249786	-0.15249924	-0.24586191	0.24586182	-0.17074519	0.17074407	-0.21799269	0.29798176
-0.3	0.2	8	0.074537800 	1.101306300	-0.416865440	5.363	0	-0.17396344	0.16355535	1.0069243	-0.2126062	0.47475055	-0.18177786	1.078295	-0.40490406	-0.22127656	0.22127522	0.077347357	0.077346991	-0.34891775	-0.34891758	-0.15262496	-0.15262365	-0.24587913	-0.2458792	-0.17092021	-0.1709213	0.43447361	0.43447386	0.027881898	0.027882252	-0.017540018	0.058568552	0.058759352	-0.11313094	-0.017542908	-0.017542739	-0.058603207	-0.05860421	0.058755886	0.058755815	0.11314527	0.11314489	-0.069826573	0.17414959	0.3489157	-0.34891584	0.15257672	-0.15257803	-0.24587576	0.24587568	-0.17088225	0.17088117	-0.21656257	0.29737261
-0.3	0.2	8	0.074849900 	1.101650100	-0.412439190	5.364	0	-0.17367667	0.16139182	0.99918078	-0.21085721	0.47528025	-0.18165881	1.0667213	-0.40091668	-0.22180012	0.22179882	0.078898876	0.078898515	-0.34791438	-0.34791426	-0.15271036	-0.15270899	-0.24589581	-0.24589587	-0.17106444	-0.17106558	0.43400497	0.4340052	0.02668676	0.026687137	-0.017797317	0.059202722	0.058898063	-0.11347584	-0.017800138	-0.017799969	-0.059237798	-0.059238858	0.058894773	0.058894714	0.1134907	0.11349028	-0.06982381	0.17278129	0.34791262	-0.34791273	0.15266114	-0.15266252	-0.24589268	0.24589264	-0.17102566	0.17102453	-0.21490053	0.29669968
-0.3	0.2	8	0.075187323 	1.101952100	-0.407060170	5.365	0	-0.17332044	0.15882088	0.98991554	-0.20881504	0.47581678	-0.18148261	1.0528116	-0.39636183	-0.22238874	0.22238747	0.080783236	0.080782877	-0.34670695	-0.34670678	-0.15280543	-0.15280378	-0.24591759	-0.24591767	-0.17121907	-0.17122046	0.43343214	0.43343235	0.025382295	0.025382698	-0.018103491	0.059943372	0.059044119	-0.11385032	-0.018106251	-0.018106078	-0.05997869	-0.059979922	0.059041092	0.059041015	0.11386574	0.11386524	-0.069712205	0.17110606	0.34670542	-0.34670557	0.15275523	-0.1527569	-0.24591478	0.24591472	-0.17117982	0.17117845	-0.21287494	0.29592819
-0.3	0.2	8	0.075584638 	1.102274700	-0.399928460	5.366	0	-0.17282651	0.15550171	0.97772857	-0.20620541	0.47636846	-0.18119383	1.0344827	-0.39072746	-0.22310275	0.22310149	0.083300698	0.083300342	-0.34510753	-0.34510734	-0.15291939	-0.15291749	-0.24595017	-0.24595025	-0.17139401	-0.17139559	0.43265453	0.43265473	0.023869248	0.023869693	-0.01850387	0.060888478	0.059203758	-0.11428126	-0.018506452	-0.018506297	-0.060924118	-0.060925494	0.059201004	0.059200941	0.11429742	0.11429684	-0.069389719	0.16885816	0.34510636	-0.34510652	0.15286809	-0.15286998	-0.24594781	0.24594772	-0.17135405	0.17135248	-0.2101592	0.29497308
-0.3	0.2	8	0.076260292 	1.102872600	-0.384552440	5.367	0	-0.17164104	0.14882114	0.95156065	-0.20085697	0.47701491	-0.1803586	0.99540513	-0.3799731	-0.2244157	0.22441545	0.088810174	0.088810221	-0.34163295	-0.34163283	-0.1531221	-0.15312002	-0.24604261	-0.24604269	-0.1716655	-0.17166718	0.43086573	0.43086567	0.021350481	0.021350346	-0.019356416	0.062816482	0.059423284	-0.11498038	-0.019358142	-0.019358217	-0.062847107	-0.062848437	0.059422384	0.059422331	0.11499622	0.11499549	-0.068058195	0.16398491	0.3416304	-0.3416305	0.15307525	-0.15307726	-0.24604034	0.24604029	-0.17162959	0.17162786	-0.20419565	0.29316715
-0.3	0.2	8	0.064542379 	1.113317700	-0.001609995	5.368	0	-0.1159328	0.21633854	0.47552906	-0.14210189	0.47392354	-0.14216148	0.46532266	-0.33176984	-0.2195395	0.21953975	0.21174506	0.21174546	-0.27040438	-0.27037924	-0.16178583	-0.16168857	-0.26997431	-0.2699996	-0.1618188	-0.16191596	0.40193899	0.4019387	0.00013586802	0.00013615585	-0.038771934	0.085524048	0.038981784	-0.085780413	-0.038725262	-0.038728855	-0.084465312	-0.0845162	0.038939995	0.038936766	0.084777744	0.084726744	-0.00023970778	0.0022198872	0.27067088	-0.27069599	0.16370835	-0.16380683	-0.27029232	0.27026724	-0.16393632	0.16383788	-0.0019596446	0.28592044
-0.3	0.2	8	0.064482557 	1.113422200	-0.001582436	5.369	0	-0.11592161	0.21633863	0.47525307	-0.14208511	0.47367022	-0.14214265	0.46517677	-0.33179909	-0.21956681	0.21956669	0.2117684	0.21176852	-0.27037345	-0.27034859	-0.16181599	-0.16171922	-0.26995094	-0.2699759	-0.16184718	-0.16194394	0.40193363	0.40193356	0.00013322221	0.00013308832	-0.038771051	0.08546808	0.038977275	-0.085720582	-0.038716794	-0.038720612	-0.084409867	-0.084459965	0.038926673	0.038923212	0.084715158	0.084664886	-0.00023605182	0.0021817748	0.2706991	-0.27072407	0.16374355	-0.16384134	-0.27032616	0.27030129	-0.16396808	0.1638704	-0.0019271505	0.28594389
-0.3	0.2	8	0.064420957 	1.113527200	0.000581400 	5.37	0	-0.11590753	0.21634593	0.47390079	-0.14210435	0.47447786	-0.14208238	0.46501432	-0.33182784	-0.21959255	0.21959246	0.21179864	0.2117985	-0.27016823	-0.27010367	-0.16193471	-0.16189031	-0.27024812	-0.27031496	-0.16184344	-0.16188763	0.40193089	0.40193113	-4.7535152e-05	-4.4968937e-05	-0.038897298	0.085578574	0.038822325	-0.085486599	-0.038849175	-0.038868438	-0.084556841	-0.084569911	0.038790204	0.038774817	0.084477209	0.084461092	8.664761e-05	-0.00081597292	0.27035813	-0.27043387	0.16386734	-0.16390048	-0.27057865	0.27050447	-0.1638539	0.16382072	0.0007221553	0.28596741
-0.3	0.2	8	0.063795551 	1.114591900	-0.000497232	5.38	0	-0.11580872	0.21635156	0.47179858	-0.14191217	0.47130241	-0.14193019	0.46357222	-0.33212713	-0.21986616	0.21986607	0.21202147	0.21202523	-0.27097241	-0.27004164	-0.16065745	-0.16188852	-0.26991644	-0.27084721	-0.16192899	-0.16069803	0.40187603	0.40187333	3.9008058e-05	3.894891e-05	-0.038784023	0.085697953	0.038849965	-0.085777734	-0.038676242	-0.03881019	-0.08373699	-0.083099352	0.038875273	0.038741864	0.083181233	0.083817963	-7.6202832e-05	0.00071618828	0.26986302	-0.27079341	0.16567802	-0.16441808	-0.27066791	0.26973762	-0.16445796	0.16571774	-0.00062869097	0.28620573
-0.3	0.2	8	0.063219182 	1.115633600	-0.000546649	5.39	0	-0.11573934	0.21636433	0.46926834	-0.14176904	0.46871534	-0.14178755	0.4621586	-0.33244003	-0.22015002	0.22015041	0.21224208	0.21224717	-0.27070804	-0.26978407	-0.16096558	-0.16219813	-0.26964537	-0.27056933	-0.16224254	-0.16101013	0.4018212	0.40181733	4.325953e-05	4.3186429e-05	-0.038748517	0.085110077	0.038820055	-0.08519738	-0.038560748	-0.03869402	-0.083155735	-0.082522996	0.038764834	0.038632819	0.08261281	0.083244272	-8.4018895e-05	0.00079248515	0.27017253	-0.27109803	0.16600706	-0.16474553	-0.27095892	0.27003354	-0.16478925	0.16605063	-0.00069589537	0.28644795
-0.3	0.2	8	0.062660539 	1.116681600	-0.000598317	5.4	0	-0.11570307	0.21639081	0.46682005	-0.14166165	0.46620898	-0.14167994	0.46078833	-0.33276577	-0.22044819	0.22044815	0.21246983	0.21246817	-0.27045708	-0.26954171	-0.16129351	-0.16252645	-0.26938656	-0.27030498	-0.16257488	-0.16134115	0.40177145	0.40177279	4.8792431e-05	4.8857826e-05	-0.038710187	0.084528021	0.038791843	-0.084625925	-0.038445815	-0.038576677	-0.082592404	-0.081962449	0.038652462	0.038528911	0.082064403	0.082688243	-9.1252824e-05	0.00087023459	0.27047709	-0.27139646	0.16633396	-0.16507167	-0.27124186	0.27032529	-0.16511959	0.16638086	-0.00076423995	0.28669379
-0.3	0.2	8	0.062147277 	1.117714600	0.000364313 	5.41	0	-0.11569225	0.21642864	0.46392183	-0.14159799	0.46429364	-0.14158623	0.45944676	-0.33310266	-0.2207556	0.22075519	0.21269531	0.21269085	-0.26913729	-0.26909534	-0.16321791	-0.16317426	-0.26918895	-0.26923096	-0.16314493	-0.16318853	0.40172667	0.4017301	-2.7858611e-05	-2.7773597e-05	-0.038752634	0.083258135	0.038704868	-0.083199098	-0.038391038	-0.038397008	-0.082259189	-0.082281081	0.038347716	0.038341965	0.082220373	0.082198199	5.694811e-05	-0.00054718308	0.27158938	-0.27163163	0.16515961	-0.16520383	-0.27172516	0.27168281	-0.16517456	0.16513032	0.00047842553	0.28694267
-0.3	0.2	8	0.061614812 	1.118763400	0.000314593 	5.42	0	-0.11570481	0.21647605	0.46161596	-0.14154701	0.46193871	-0.14153766	0.45813526	-0.3334511	-0.22107081	0.22107036	0.21291481	0.21291222	-0.26889948	-0.26886587	-0.16357675	-0.16353008	-0.26894744	-0.26898098	-0.16350473	-0.16355139	0.40168451	0.40168666	-2.4131527e-05	-2.3741139e-05	-0.038718801	0.082695413	0.038677192	-0.082644364	-0.038285021	-0.038289922	-0.081724086	-0.081747417	0.038246689	0.038241961	0.081694606	0.081671165	4.9393086e-05	-0.00048064534	0.27187977	-0.27191367	0.165477	-0.16552426	-0.27199481	0.27196073	-0.16549908	0.1654518	0.00041903574	0.28719457
-0.3	0.2	8	0.061091871 	1.119811000	0.000267603 	5.43	0	-0.11574113	0.21653129	0.45938191	-0.14152811	0.45965612	-0.1415203	0.45685182	-0.33381336	-0.22139506	0.22139494	0.21313244	0.21313346	-0.26867042	-0.26864424	-0.16395073	-0.16390196	-0.26871358	-0.26873969	-0.16388043	-0.16392921	0.40164574	0.40164502	-2.1492091e-05	-2.0964732e-05	-0.038686911	0.082141429	0.03865155	-0.082097436	-0.038183381	-0.038187085	-0.081206644	-0.081230877	0.038150013	0.038146316	0.081185263	0.081161062	4.1906259e-05	-0.00041070622	0.27216325	-0.27218966	0.16579197	-0.16584137	-0.27225891	0.27223241	-0.16581987	0.16577044	0.00035821083	0.28745044
-0.3	0.2	8	0.060587554 	1.120859100	0.000227380 	5.44	0	-0.11579806	0.21659603	0.45721388	-0.1415411	0.45744798	-0.14153437	0.45559439	-0.33418682	-0.22172771	0.22172717	0.21335587	0.2133478	-0.2684494	-0.26843246	-0.16434031	-0.1642887	-0.26849165	-0.26850853	-0.16427037	-0.16432199	0.40160412	0.40161028	-1.5018515e-05	-1.5140008e-05	-0.038658475	0.081597574	0.03862698	-0.081559016	-0.038088295	-0.038090681	-0.080705591	-0.080730978	0.038058893	0.038056626	0.080692331	0.080666856	3.7019648e-05	-0.00036518828	0.27243886	-0.27245589	0.16610393	-0.16615625	-0.27251553	0.27249833	-0.16613819	0.16608589	0.00031744687	0.28770852
-0.3	0.2	8	0.060088827 	1.121907200	0.000189227 	5.45	0	-0.11587294	0.21666861	0.455103	-0.14158513	0.4552977	-0.14157927	0.454368	-0.33456844	-0.22206744	0.22206691	0.21357284	0.21356703	-0.26823409	-0.26822668	-0.16474366	-0.16468904	-0.26827667	-0.26828398	-0.16467381	-0.16472843	0.40157026	0.40157461	-1.2641e-05	-1.2747735e-05	-0.038632603	0.081061041	0.038606142	-0.081028817	-0.037997394	-0.037998348	-0.080221733	-0.080248391	0.037970868	0.037969854	0.080214864	0.080188245	3.098153e-05	-0.0003078442	0.27270803	-0.27271538	0.16641398	-0.16646925	-0.27276505	0.27275755	-0.16645401	0.16639872	0.00026689858	0.28796956
-0.3	0.2	8	0.060055147 	1.121925500	-0.000458744	5.45	0	-0.11587342	0.21666858	0.45544521	-0.14157623	0.45496966	-0.14158862	0.45437256	-0.33456868	-0.22206734	0.22206747	0.21356795	0.21356867	-0.26926962	-0.2684053	-0.16315831	-0.16439876	-0.26828523	-0.26914917	-0.16443585	-0.16319575	0.40157224	0.40157167	3.2908821e-05	3.3246194e-05	-0.038578683	0.081766985	0.038639553	-0.081841583	-0.037966286	-0.038088188	-0.080038301	-0.079434369	0.038151737	0.038030238	0.079513858	0.080116934	-7.4673993e-05	0.00073374633	0.27184386	-0.27271855	0.167943	-0.16667664	-0.27259894	0.27172405	-0.16671364	0.16798001	-0.00063744275	0.28797006
-0.3	0.2	8	0.059607140 	1.122960500	0.000155616 	5.46	0	-0.11596469	0.21675042	0.45305191	-0.14165875	0.45321266	-0.14165403	0.45316933	-0.33496112	-0.22241428	0.22241354	0.21379146	0.21378443	-0.2680271	-0.26802961	-0.16516065	-0.16510278	-0.268071	-0.26806843	-0.16509031	-0.16514816	0.40153765	0.40154298	-9.883779e-06	-1.0014279e-05	-0.038609347	0.080533599	0.038587512	-0.080506758	-0.037911486	-0.037911033	-0.079752801	-0.079780833	0.037887842	0.037888228	0.079752894	0.079724905	2.5826611e-05	-0.00025882403	0.27297037	-0.27296762	0.16672116	-0.16677969	-0.27300878	0.27301136	-0.16676717	0.16670863	0.00022387297	0.28823332
-0.3	0.2	8	0.059132546 	1.124014300	0.000126891 	5.47	0	-0.11607074	0.21683944	0.45105347	-0.14176092	0.45118457	-0.14175694	0.45199649	-0.33536287	-0.22276706	0.22276622	0.21400895	0.21400206	-0.2678267	-0.26783945	-0.16559002	-0.16552869	-0.26787351	-0.26786066	-0.16551854	-0.16557984	0.40150777	0.40151303	-7.7672029e-06	-7.8895307e-06	-0.038589162	0.080014974	0.038570877	-0.079992568	-0.037830648	-0.03782869	-0.079298697	-0.079328198	0.037809153	0.037810953	0.079304763	0.07927539	2.1294551e-05	-0.00021475169	0.27322606	-0.27321286	0.16702582	-0.16708778	-0.27324666	0.27325969	-0.16707755	0.16701556	0.00018544857	0.28849954
-0.3	0.2	8	0.058666165 	1.125063300	0.000101951 	5.48	0	-0.11618942	0.21693495	0.44910258	-0.14189033	0.44920839	-0.14188695	0.45084858	-0.33577304	-0.22312524	0.22312444	0.21422636	0.21421908	-0.2676324	-0.26765564	-0.16603069	-0.16596578	-0.26768342	-0.26766002	-0.16595761	-0.16602252	0.40147982	0.4014854	-5.9981652e-06	-6.0784409e-06	-0.038572215	0.079505005	0.038557191	-0.079486733	-0.037755004	-0.037751518	-0.078858913	-0.07888988	0.037735357	0.037738636	0.078870467	0.078839662	1.7291803e-05	-0.00017558042	0.27347507	-0.27345108	0.16732786	-0.16739341	-0.27347843	0.27350222	-0.16738513	0.16731957	0.00015137771	0.28876808
-0.3	0.2	8	0.058206173 	1.126114600	0.000081320 	5.49	0	-0.11631989	0.21703566	0.44719407	-0.14204474	0.44727844	-0.14204194	0.44972451	-0.33619132	-0.22348873	0.22348782	0.21444293	0.21443575	-0.26744326	-0.26747746	-0.16648145	-0.16641279	-0.26749976	-0.26746549	-0.1664063	-0.1664749	0.40145389	0.40145941	-4.5423369e-06	-4.6327614e-06	-0.038558021	0.079003468	0.03854561	-0.07898849	-0.037683952	-0.037679132	-0.078432125	-0.078464345	0.037665654	0.037670632	0.078448551	0.078416227	1.3949901e-05	-0.00014156198	0.27371771	-0.27368254	0.1676272	-0.16769643	-0.27370455	0.2737395	-0.16768982	0.16762059	0.00012216848	0.28903863
-0.3	0.2	8	0.057722214 	1.127191500	-0.000324194	5.5	0	-0.1164601	0.21714068	0.44553271	-0.14221873	0.44518451	-0.14222495	0.4486235	-0.33661592	-0.2238561	0.22385635	0.21465497	0.21465448	-0.26826413	-0.26746403	-0.16534727	-0.1665949	-0.26737623	-0.26817592	-0.1666207	-0.16537325	0.40143156	0.40143197	2.0804648e-05	1.9980013e-05	-0.038508988	0.079215347	0.038553184	-0.079269759	-0.037606615	-0.037719241	-0.077862288	-0.077278927	0.037766442	0.037653526	0.077336763	0.077920028	-5.5448819e-05	0.00056836758	0.2730557	-0.27387226	0.16948479	-0.16821547	-0.27378459	0.2729679	-0.16824117	0.16951038	-0.0004890361	0.28931187
-0.3	0.2	8	0.057754191 	1.127164600	0.000064190 	5.5	0	-0.11646028	0.21714176	0.44532236	-0.14222013	0.44538807	-0.1422179	0.44862377	-0.3366167	-0.22385704	0.22385548	0.21465948	0.2146517	-0.26725884	-0.26730475	-0.16694021	-0.16686768	-0.26732244	-0.26727637	-0.16686265	-0.16693515	0.40142941	0.4014355	-3.1960842e-06	-3.2100648e-06	-0.038545143	0.078508117	0.038534459	-0.078495499	-0.037615429	-0.037608536	-0.078015063	-0.078049198	0.037597444	0.037604043	0.078035975	0.078002043	1.1249322e-05	-0.00011547569	0.27395537	-0.27390805	0.1679238	-0.16799684	-0.27392556	0.27397277	-0.16799175	0.16791868	9.9364216e-05	0.28931068
-0.3	0.2	8	0.057307830 	1.128217400	0.000050190 	5.51	0	-0.11661147	0.21725064	0.44348444	-0.14241796	0.44353537	-0.14241607	0.44754471	-0.33704893	-0.22423005	0.22422837	0.21487493	0.21486714	-0.26707788	-0.2671361	-0.16740696	-0.16733037	-0.26715016	-0.26709173	-0.16732648	-0.16740304	0.40140679	0.40141289	-2.3329998e-06	-2.348129e-06	-0.038536456	0.078021773	0.038527586	-0.078011412	-0.037553208	-0.037544442	-0.077610959	-0.077646789	0.037535226	0.037543576	0.077635799	0.077600264	8.9033262e-06	-9.1967734e-05	0.27418621	-0.27412611	0.16821767	-0.1682947	-0.27413993	0.27419992	-0.16829073	0.16821366	7.9010786e-05	0.28958479
-0.3	0.2	8	0.056866416 	1.129271800	0.000038954 	5.52	0	-0.11677264	0.21736238	0.44167557	-0.14263366	0.44171472	-0.14263205	0.4464872	-0.33748722	-0.22460764	0.22460598	0.2150894	0.21508207	-0.26690014	-0.26697085	-0.16787968	-0.16779879	-0.26698195	-0.26691108	-0.16779581	-0.16787667	0.40138595	0.40139169	-1.7382054e-06	-1.755176e-06	-0.038530176	0.077542129	0.038522749	-0.077533649	-0.037494495	-0.037484151	-0.077216447	-0.077253895	0.037476472	0.037486472	0.077244795	0.077207584	6.967512e-06	-7.2330788e-05	0.27441133	-0.27433839	0.1685087	-0.16858998	-0.27434921	0.27442203	-0.1685869	0.16850558	6.2066174e-05	0.28986051
-0.3	0.2	8	0.056429382 	1.130324500	0.000029574 	5.53	0	-0.11694417	0.21747615	0.43989197	-0.14286431	0.43992131	-0.14286296	0.44545044	-0.33793097	-0.22499	0.22498841	0.21530305	0.2152961	-0.2667248	-0.26680843	-0.16835695	-0.1682703	-0.26681702	-0.26673321	-0.16826808	-0.1683547	0.40136658	0.40137202	-1.2112323e-06	-1.2331558e-06	-0.038525511	0.077068492	0.038519495	-0.077061659	-0.037438919	-0.037426776	-0.076829085	-0.076868858	0.03742045	0.037432207	0.076861427	0.076821924	5.3540177e-06	-5.5842725e-05	0.27463151	-0.27454518	0.16879692	-0.16888385	-0.2745535	0.2746397	-0.16888151	0.16879455	4.7860722e-05	0.2901376
