tp	tpp	U	ave_D       	ave_mu     	ave_M       	mu	dt	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	tb1a_1	tb1b_1	tb2a_1	tb2b_1	tb3a_1	tb3b_1	tb4a_1	tb4b_1	tb5a_1	tb5b_1	tb6a_1	tb6b_1	tb7a_1	tb7b_1	tb8a_1	tb8b_1	pb3a_1	pb4b_1	pb5b_1	pb6a_1	db3a_1	db3b_1	db4a_1	db4b_1	db5a_1	db5b_1	db6a_1	db6b_1	mb1a_1	mb2a_1	mb3a_1	mb3b_1	mb4a_1	mb4b_1	mb5a_1	mb5b_1	mb6a_1	mb6b_1	mb7a_1	mb8a_1
-0.3	0.2	8	0.055997752 	1.131377000	0.000022319 	5.54	0	-0.11712687	0.21759112	0.43812989	-0.14310698	0.43815166	-0.14310586	0.44443388	-0.33837972	-0.22537759	0.22537582	0.21551612	0.21550861	-0.26655104	-0.26664775	-0.16883765	-0.16874544	-0.26665432	-0.26655748	-0.16874379	-0.16883596	0.40134833	0.40135422	-8.4179956e-07	-8.5223064e-07	-0.038522079	0.076600004	0.038517047	-0.076594417	-0.037385494	-0.037371613	-0.076448277	-0.076490229	0.037366474	0.037380067	0.076484267	0.076442512	4.084406e-06	-4.2840626e-05	0.27484708	-0.27474716	0.16908219	-0.16917459	-0.27475354	0.2748533	-0.16917285	0.16908042	3.6661404e-05	0.29041574
-0.3	0.2	8	0.055564575 	1.132433800	0.000016720 	5.55	0	-0.11732113	0.217707	0.43638619	-0.14335806	0.43640258	-0.1433573	0.44343674	-0.33883278	-0.22577	0.22576867	0.21572727	0.21572086	-0.26637838	-0.26648867	-0.16932005	-0.16922206	-0.26649363	-0.26638325	-0.16922088	-0.16931882	0.40133222	0.40133727	-6.2235435e-07	-6.1270926e-07	-0.038519188	0.076134912	0.038515357	-0.076130762	-0.037332948	-0.037317321	-0.076072147	-0.076116297	0.037313443	0.037328891	0.076111724	0.076067691	3.0819281e-06	-3.2671722e-05	0.27505861	-0.27494462	0.16936475	-0.16946283	-0.27494937	0.27506326	-0.16946154	0.16936344	2.7929779e-05	0.29069536
-0.3	0.2	8	0.055536272 	1.132450600	-0.000211447	5.55	0	-0.11732144	0.21770627	0.4365147	-0.14335974	0.43628237	-0.14336233	0.4434362	-0.33883192	-0.22576889	0.22576992	0.21572419	0.21572272	-0.26736496	-0.26663444	-0.16771783	-0.16895305	-0.2665753	-0.26730549	-0.16896938	-0.16773437	0.40133375	0.40133486	1.1475512e-05	1.0613951e-05	-0.038493606	0.076836201	0.038523389	-0.07687333	-0.037337673	-0.037439942	-0.075935847	-0.075380576	0.037473303	0.03737074	0.075420514	0.07597581	-3.8156576e-05	0.0004040557	0.27413676	-0.27488766	0.17094931	-0.1696995	-0.27482864	0.27407769	-0.16971609	0.17096585	-0.00034496589	0.29069673
-0.3	0.2	8	0.055136370 	1.133486100	0.000012354 	5.56	0	-0.11753006	0.21782214	0.43465913	-0.14361613	0.43467094	-0.14361552	0.44245831	-0.3392904	-0.22616904	0.2261678	0.21593698	0.21593144	-0.26620594	-0.26633035	-0.16980408	-0.16970005	-0.2663341	-0.26620961	-0.16969921	-0.16980321	0.40131748	0.40132184	-3.6660124e-07	-3.5932519e-07	-0.038516162	0.075673621	0.038513084	-0.075670331	-0.037281727	-0.037264134	-0.075699816	-0.075746351	0.037260947	0.037278341	0.075742603	0.075696201	2.3434354e-06	-2.4442535e-05	0.27526627	-0.27513756	0.16964436	-0.16974839	-0.27514109	0.27526974	-0.16974744	0.1696434	2.0882007e-05	0.29097581
-0.3	0.2	8	0.054708225 	1.134541000	0.000009759 	5.57	0	-0.11775334	0.21793484	0.43294083	-0.14387514	0.43294915	-0.14387504	0.44149568	-0.33974921	-0.22657382	0.2265719	0.21614791	0.21613996	-0.26603389	-0.26617273	-0.17028738	-0.17017706	-0.2661761	-0.26603693	-0.17017658	-0.1702869	0.40130406	0.4013102	-4.0926662e-07	-3.9346119e-07	-0.038509669	0.07521222	0.03850658	-0.07520897	-0.037229375	-0.03720938	-0.07532531	-0.075374417	0.037206261	0.037225621	0.075370618	0.075322016	1.7573337e-06	-1.858537e-05	0.27547265	-0.27532864	0.16992125	-0.17003129	-0.27533161	0.27547543	-0.17003077	0.1699207	1.5956812e-05	0.29125571
-0.3	0.2	8	0.054282644 	1.135598100	0.000007654 	5.58	0	-0.11799646	0.21804812	0.43124376	-0.14413928	0.43124991	-0.14413878	0.44055323	-0.34021517	-0.22698738	0.22698555	0.21635455	0.2163469	-0.26586077	-0.26601451	-0.1707721	-0.17065546	-0.26601733	-0.26586327	-0.17065502	-0.17077167	0.40129222	0.40129812	-2.7919504e-07	-2.7324476e-07	-0.038504962	0.074755106	0.038502155	-0.074752161	-0.037177538	-0.037155487	-0.074957123	-0.075008647	0.037152596	0.03717401	0.075005123	0.074954113	1.3881455e-06	-1.4659033e-05	0.27567397	-0.27551434	0.17019547	-0.17031172	-0.27551674	0.27567621	-0.17031124	0.17019496	1.2576365e-05	0.29153818
-0.3	0.2	8	0.053856191 	1.136657000	0.000006099 	5.59	0	-0.11826021	0.21815988	0.42956194	-0.1444026	0.42956647	-0.14440215	0.43962793	-0.34068527	-0.22740966	0.22740748	0.21655972	0.21655141	-0.26568706	-0.26585604	-0.17125656	-0.17113326	-0.26585826	-0.26568905	-0.17113293	-0.17125621	0.40128171	0.40128811	-2.0945453e-07	-2.0645007e-07	-0.038497901	0.074298823	0.038495325	-0.074296021	-0.037124082	-0.037100079	-0.07458884	-0.074642754	0.037097396	0.037121036	0.074639873	0.074586246	1.0916071e-06	-1.1726911e-05	0.275873	-0.27569735	0.17046682	-0.17058955	-0.27569942	0.27587482	-0.1705892	0.17046645	1.0062622e-05	0.29182139
-0.3	0.2	8	0.053429746 	1.137714400	0.000004721 	5.6	0	-0.11854615	0.21826977	0.42789539	-0.14466322	0.42789846	-0.14466276	0.43871836	-0.34115923	-0.22784043	0.22783866	0.216762	0.21675466	-0.26551247	-0.26569714	-0.17174013	-0.17160999	-0.26569912	-0.26551414	-0.17160978	-0.17173992	0.40127347	0.40127912	-1.4287018e-07	-1.2743349e-07	-0.038488179	0.073841607	0.038485846	-0.073839233	-0.037068081	-0.037041721	-0.074219571	-0.074276135	0.037039338	0.037065082	0.074273206	0.074217139	8.5117293e-07	-9.1642981e-06	0.27607036	-0.27587818	0.17073588	-0.17086526	-0.27587975	0.27607179	-0.170865	0.17073559	7.8577455e-06	0.29210609
-0.3	0.2	8	0.053403425 	1.137730500	-0.000128554	5.6	0	-0.11854763	0.21827039	0.42797975	-0.14466773	0.42783398	-0.1446683	0.43871983	-0.34116094	-0.22784041	0.22784124	0.21675764	0.21675574	-0.26648715	-0.26583437	-0.17012633	-0.17134344	-0.26579697	-0.2664494	-0.17135312	-0.17013611	0.40127429	0.40127569	5.9773681e-06	5.313495e-06	-0.038471648	0.074533662	0.038490102	-0.07455693	-0.037080551	-0.037171422	-0.074098838	-0.073572422	0.037193419	0.037102157	0.073598122	0.074124749	-2.4349226e-05	0.00026287359	0.27513392	-0.27580926	0.17234171	-0.17111746	-0.27577218	0.27509664	-0.17112747	0.17235169	-0.00022329153	0.29210849
-0.3	0.2	8	0.053005940 	1.138772100	0.000003646 	5.61	0	-0.11885754	0.21837795	0.42624657	-0.1449208	0.42624843	-0.14492037	0.43782419	-0.34163768	-0.22828151	0.22827976	0.21696245	0.21695527	-0.26533724	-0.26553802	-0.1722238	-0.1720865	-0.2655397	-0.26533858	-0.17208637	-0.17222368	0.40126668	0.4012722	-1.017306e-07	-9.7385675e-08	-0.038475106	0.073383842	0.038472957	-0.073381693	-0.037009334	-0.03698071	-0.073848978	-0.0739082	0.036978515	0.037006483	0.073905454	0.073846759	6.4057071e-07	-7.0533926e-06	0.2762661	-0.27605688	0.17100245	-0.17113877	-0.27605813	0.27626723	-0.1711386	0.17100224	6.0542303e-06	0.29239172
-0.3	0.2	8	0.052586057 	1.139832200	0.000002748 	5.62	0	-0.11919643	0.21848443	0.4246179	-0.14517465	0.4246188	-0.14517426	0.43694448	-0.34212078	-0.22873353	0.22873142	0.21716036	0.21715372	-0.2651614	-0.26537933	-0.17270782	-0.17256249	-0.26538052	-0.26516253	-0.17256244	-0.17270772	0.40126178	0.40126692	-3.4050482e-08	-4.8190132e-08	-0.038458217	0.072924704	0.038456191	-0.072922489	-0.036946844	-0.036916484	-0.073476555	-0.073538363	0.036914107	0.036944394	0.073536232	0.073474478	4.8165703e-07	-5.3422198e-06	0.27646072	-0.27623362	0.17126691	-0.17141103	-0.27623472	0.27646165	-0.17141096	0.17126682	4.5730969e-06	0.29267839
-0.3	0.2	8	0.052162134 	1.140898500	0.000002063 	5.63	0	-0.1195644	0.21858958	0.42301234	-0.14542479	0.42301242	-0.14542434	0.43607789	-0.34260898	-0.22919651	0.22919439	0.21735602	0.21734971	-0.26498549	-0.26522081	-0.17319312	-0.17303936	-0.26522184	-0.26498645	-0.17303936	-0.17319308	0.40125854	0.40126342	-3.4520225e-08	-1.4176533e-08	-0.038437202	0.072463819	0.038435216	-0.072461677	-0.036881091	-0.036848334	-0.073102032	-0.073166941	0.036845984	0.036878625	0.073164818	0.073099986	3.4084668e-07	-3.9140315e-06	0.27665465	-0.27640911	0.17152938	-0.17168168	-0.27641	0.27665539	-0.17168164	0.17152933	3.3514823e-06	0.29296671
-0.3	0.2	8	0.051736309 	1.141960700	0.000001511 	5.64	0	-0.11996266	0.21869505	0.42143702	-0.14567314	0.42143724	-0.1456717	0.43522589	-0.34310143	-0.22967062	0.22966922	0.21754906	0.21754407	-0.26481081	-0.26506414	-0.173681	-0.17351821	-0.26506513	-0.26481166	-0.173518	-0.17368075	0.40125791	0.40126184	-3.1555349e-08	-3.106575e-10	-0.0384134	0.07200249	0.038411608	-0.07200052	-0.036813331	-0.0367781	-0.072727581	-0.072795801	0.036775807	0.036810783	0.072793597	0.072725583	2.4693042e-07	-2.8065597e-06	0.27684729	-0.27658262	0.17179008	-0.17195113	-0.27658339	0.27684789	-0.17195081	0.17178973	2.4207365e-06	0.29325691
-0.3	0.2	8	0.051319572 	1.143023300	0.000001217 	5.65	0	-0.12039239	0.21879933	0.41988908	-0.14591918	0.41988867	-0.14591727	0.43438244	-0.34360079	-0.2301568	0.23015519	0.21774023	0.21773533	-0.26463638	-0.26490822	-0.17417275	-0.17400053	-0.26490927	-0.26463726	-0.17400025	-0.17417244	0.40125784	0.40126172	-1.1282488e-08	-1.8740656e-09	-0.038383475	0.071537699	0.038381353	-0.071535442	-0.036739851	-0.036702094	-0.07235008	-0.072421639	0.036699422	0.036736883	0.072419027	0.072347704	1.6878172e-07	-2.0644424e-06	0.27704048	-0.27675612	0.17204919	-0.17221936	-0.27675683	0.27704103	-0.17221897	0.17204877	1.7971874e-06	0.29354835
-0.3	0.2	8	0.051296961 	1.143039000	-0.000073042	5.65	0	-0.12039535	0.21879621	0.419935	-0.14592223	0.41985368	-0.14592021	0.43438075	-0.34360654	-0.23015799	0.23015773	0.21773706	0.21773374	-0.2656014	-0.2650403	-0.17254399	-0.17373143	-0.26501977	-0.26558088	-0.17373676	-0.17254945	0.40125667	0.40125913	4.6541873e-07	1.0076451e-06	-0.038368914	0.072212107	0.038379366	-0.072225341	-0.03675378	-0.036831673	-0.072235878	-0.071741956	0.036842766	0.036764461	0.071755067	0.072249231	-1.5485496e-05	0.00016817776	0.27609769	-0.27668249	0.17367587	-0.17248849	-0.27666136	0.27607671	-0.17249365	0.17368099	-0.00014174797	0.29355068
-0.3	0.2	8	0.050912286 	1.144090900	0.000001087 	5.66	0	-0.12085519	0.21890375	0.41837822	-0.14616545	0.41837763	-0.14616342	0.43354907	-0.34410662	-0.23065518	0.23065349	0.21792895	0.21792446	-0.26446462	-0.26475556	-0.17466985	-0.17448754	-0.26475659	-0.26446553	-0.17448726	-0.17466956	0.40125955	0.40126315	-2.5477201e-08	-5.0754256e-09	-0.038348929	0.071071114	0.038346639	-0.071068709	-0.036662621	-0.036622272	-0.071971687	-0.072046865	0.036619425	0.036659468	0.07204408	0.071969149	1.5055403e-07	-1.6172062e-06	0.27723359	-0.27692888	0.17230684	-0.17248677	-0.27692958	0.27723416	-0.17248636	0.17230643	1.4183146e-06	0.29384182
-0.3	0.2	8	0.050504813 	1.145162800	0.000000999 	5.67	0	-0.12134797	0.21900928	0.41690747	-0.14641589	0.41690626	-0.1464136	0.43272348	-0.34461978	-0.23116416	0.23116234	0.21811579	0.2181114	-0.26429577	-0.26460643	-0.17517443	-0.17498158	-0.26460752	-0.26429672	-0.17498128	-0.17517412	0.4012622	0.40126575	-7.3416482e-08	-3.3944641e-08	-0.038310381	0.070603487	0.038307772	-0.070600829	-0.0365824	-0.036539336	-0.071594115	-0.071672997	0.036536136	0.036578823	0.071669801	0.071591218	9.0552187e-08	-1.4238309e-06	0.27742665	-0.27710089	0.17256346	-0.17275351	-0.27710154	0.27742721	-0.17275308	0.172563	1.2444039e-06	0.29413743
-0.3	0.2	8	0.050105467 	1.146234300	0.000001049 	5.68	0	-0.12187369	0.21911494	0.41548727	-0.14667581	0.41548644	-0.14667494	0.43190456	-0.34514653	-0.23168508	0.23168441	0.2182984	0.21829532	-0.26413078	-0.26446159	-0.17569027	-0.17548618	-0.26446251	-0.26413157	-0.17548615	-0.17569026	0.40126516	0.40126748	-6.677555e-08	-1.2972891e-07	-0.038269894	0.070138288	0.038268045	-0.070136673	-0.036501132	-0.036455207	-0.071222276	-0.07130532	0.036453152	0.036498612	0.071302832	0.071220159	1.2319927e-07	-1.3898742e-06	0.27761789	-0.2772705	0.17281836	-0.17301944	-0.2772709	0.27761824	-0.17301928	0.17281819	1.1968453e-06	0.29443759
-0.3	0.2	8	0.049706123 	1.147302100	0.000001520 	5.69	0	-0.12242398	0.21922522	0.4141105	-0.14694453	0.41410983	-0.14694366	0.43109199	-0.34567541	-0.23221397	0.23221341	0.21848205	0.21847884	-0.26397183	-0.26432356	-0.17621574	-0.17599907	-0.2643247	-0.26397287	-0.17599907	-0.17621577	0.40126978	0.40127217	-1.2879189e-07	-1.5143696e-07	-0.03822405	0.069669913	0.038221854	-0.069667936	-0.036415871	-0.036367243	-0.070849192	-0.070936564	0.036364624	0.036412858	0.070933625	0.070846576	1.986774e-07	-2.2269497e-06	0.27781114	-0.2774414	0.17307318	-0.17328631	-0.27744196	0.27781165	-0.17328613	0.17307303	1.9325937e-06	0.29473811
-0.3	0.2	8	0.049299286 	1.148387500	-0.000037646	5.7	0	-0.12299942	0.21933904	0.41280876	-0.14722902	0.41276334	-0.14722769	0.43028407	-0.34621273	-0.23275126	0.23275075	0.21866486	0.21866058	-0.26477991	-0.26432569	-0.17511007	-0.17624949	-0.26431532	-0.26476949	-0.17625249	-0.17511301	0.40127454	0.4012778	-9.9129744e-07	-7.3198344e-07	-0.038161987	0.069856305	0.038165878	-0.069862201	-0.036343873	-0.036406267	-0.070367601	-0.069912847	0.036410907	0.036348048	0.069917824	0.07037292	-8.9385893e-06	9.517195e-05	0.27706077	-0.27753672	0.17497314	-0.1738418	-0.27752537	0.27704919	-0.17384459	0.17497592	-8.0105588e-05	0.29504119
-0.3	0.2	8	0.047478523 	1.153771600	-0.000017962	5.75	0	-0.12607788	0.21998408	0.40696647	-0.14901902	0.40694297	-0.149017	0.42627027	-0.34901209	-0.23549122	0.23549091	0.21957046	0.21957057	-0.26413263	-0.26381379	-0.17802635	-0.17909117	-0.26380904	-0.26412811	-0.17909256	-0.17802776	0.40129722	0.40129713	-1.1597948e-06	-9.7254034e-07	-0.037900592	0.0675365	0.037901473	-0.067538297	-0.035917205	-0.035961291	-0.068623333	-0.068214835	0.035961054	0.035916966	0.068215309	0.06862379	-4.741552e-06	5.0259094e-05	0.27803314	-0.27836973	0.17626249	-0.17521419	-0.27836418	0.27802779	-0.17521528	0.17626357	-4.2020826e-05	0.29659029
-0.3	0.2	8	0.045814032 	1.159137600	-0.000006718	5.8	0	-0.12904207	0.22073921	0.40215809	-0.15164653	0.40214767	-0.1516451	0.42227334	-0.35195337	-0.23815256	0.23815216	0.22049811	0.22049767	-0.26367964	-0.26343882	-0.18136116	-0.1823962	-0.26343757	-0.26367818	-0.18239684	-0.1813618	0.40128511	0.40128545	-7.7362851e-07	-7.2461108e-07	-0.037668672	0.065305845	0.03766762	-0.065305183	-0.035531811	-0.035563733	-0.067099121	-0.066718851	0.035562076	0.035529096	0.066716714	0.067097879	-2.028898e-06	2.2354111e-05	0.27901824	-0.27927319	0.17752679	-0.17651926	-0.2792712	0.27901632	-0.1765197	0.17752712	-1.8510659e-05	0.29817803
-0.3	0.2	8	0.044147964 	1.164524400	-0.000002200	5.85	0	-0.13150988	0.22148897	0.39756852	-0.15498988	0.39756335	-0.15498885	0.41838724	-0.35491749	-0.24061113	0.24061038	0.22145503	0.22145203	-0.26335225	-0.26319655	-0.18485486	-0.18590648	-0.26319706	-0.26335181	-0.18590669	-0.18485535	0.4012373	0.40123971	-4.0352705e-07	-3.7145722e-07	-0.037425263	0.063114223	0.037423024	-0.063112315	-0.035158501	-0.035177008	-0.065619244	-0.065249647	0.035175528	0.035153679	0.065245595	0.065617941	-8.8943669e-07	8.9245309e-06	0.27999516	-0.28016022	0.17881277	-0.17780129	-0.28015968	0.27999474	-0.17780161	0.17881294	-7.3532913e-06	0.29976246
-0.3	0.2	8	0.042311806 	1.169857700	-0.000001051	5.9	0	-0.13362406	0.22206788	0.39245556	-0.15855961	0.39245629	-0.15856074	0.41482185	-0.35782542	-0.24295317	0.24295241	0.22241175	0.22240254	-0.2629811	-0.2628963	-0.18827474	-0.18934729	-0.26289485	-0.2629832	-0.18934852	-0.18827494	0.40119377	0.40120066	-2.1285468e-07	-2.2019181e-07	-0.037057555	0.060787265	0.037062829	-0.060791647	-0.034662232	-0.034679019	-0.063926816	-0.063558396	0.034671776	0.034667843	0.06356323	0.063920532	-2.5595591e-07	2.8262002e-06	0.28098806	-0.28108047	0.18006001	-0.17903973	-0.28107953	0.2809875	-0.17903947	0.18006002	-2.2261675e-06	0.30131621
-0.3	0.2	8	0.040219698 	1.175152700	-0.000001329	5.95	0	-0.13597819	0.22238249	0.38655874	-0.1617772	0.38655777	-0.16177909	0.41181582	-0.36066878	-0.24543054	0.24542953	0.22331618	0.22331012	-0.26246107	-0.26241714	-0.19143552	-0.19252969	-0.26241671	-0.26245911	-0.19252962	-0.19143608	0.40122732	0.40123197	1.8224384e-08	-4.3741621e-09	-0.036425145	0.058153587	0.036430209	-0.058159023	-0.033898708	-0.033896459	-0.061766671	-0.061419187	0.033903441	0.033898129	0.061418782	0.061772432	-1.5068856e-07	1.4487964e-06	0.282002	-0.28204774	0.18125013	-0.18022054	-0.28204578	0.28200067	-0.18022061	0.18124993	-1.1827162e-06	0.30283768
-0.3	0.2	8	0.037947778 	1.180478000	0.000000222 	6	0	-0.13939032	0.22243729	0.38030971	-0.16420831	0.38031229	-0.16420868	0.40950516	-0.36352704	-0.24836175	0.24836113	0.22411927	0.22411768	-0.26175225	-0.26183146	-0.19431329	-0.19543849	-0.26183297	-0.26175199	-0.19543845	-0.1943138	0.40139524	0.40139665	-1.8510074e-07	-1.7350462e-07	-0.035452359	0.055178678	0.035455128	-0.055181483	-0.03281682	-0.032799237	-0.059127359	-0.058790944	0.032801924	0.032811919	0.058786745	0.05912928	5.607525e-08	-8.5972248e-07	0.28302883	-0.28294152	0.18237033	-0.18132073	-0.28294124	0.2830292	-0.18132069	0.18236987	8.0100588e-07	0.30435753
