#iter  N
1 1.0889365
2 1.0909523
3 1.0922536
4 1.0929063
5 1.0933662
6 1.0937750
7 1.0940825
8 1.0944383
9 1.0944895
10 1.0945834
11 1.0947055
12 1.0947013
13 1.0946961
14 1.0949006
15 1.0950077
16 1.0950917
17 1.0952557
18 1.0952910
19 1.0952559
20 1.0954095
21 1.0955546
22 1.0956150
23 1.0956662
24 1.0955751
25 1.0956220
26 1.0957322
27 1.0957370
28 1.0956043
29 1.0956414
30 1.0957925
31 1.0956901
32 1.0956459
33 1.0956753
34 1.0955721
35 1.0955607
36 1.0957093
37 1.0957417
38 1.0957042
39 1.0957806
40 1.0956959
41 1.0957801
42 1.0959100
43 1.0959283
44 1.0958954
45 1.0959664
46 1.0958924
47 1.0956710
48 1.0958556
49 1.0958300
50 1.0958034
51 1.0957634
52 1.0957405
53 1.0959777
54 1.0959613
55 1.0958054
56 1.0959209
57 1.0959804
58 1.0960346
59 1.0960987
60 1.0962014
61 1.0959436
62 1.0957965
63 1.0958263
64 1.0959367
