#iter  N
1 1.0984150
2 1.0982094
3 1.0982205
4 1.0983697
5 1.0983624
6 1.0983730
7 1.0983128
8 1.0985214
9 1.0983484
10 1.0983048
11 1.0983597
12 1.0983896
13 1.0985769
14 1.0983890
15 1.0983337
16 1.0982852
17 1.0985453
18 1.0985571
19 1.0984274
20 1.0984370
21 1.0983557
22 1.0984594
23 1.0985408
24 1.0984182
25 1.0985408
26 1.0985417
27 1.0985489
28 1.0985183
29 1.0983597
30 1.0982734
31 1.0980561
32 1.0980423
33 1.0981156
34 1.0982616
35 1.0982089
36 1.0980583
37 1.0982487
38 1.0982239
39 1.0980894
40 1.0981413
41 1.0980702
42 1.0982066
43 1.0983165
44 1.0982670
45 1.0982709
46 1.0982853
47 1.0982037
48 1.0984909
49 1.0983430
50 1.0983968
51 1.0984493
52 1.0982806
53 1.0982831
54 1.0982582
55 1.0981985
56 1.0981550
57 1.0981628
58 1.0982710
59 1.0983546
60 1.0983883
61 1.0983964
62 1.0985466
63 1.0983766
64 1.0983843
64 1.0980534
