#w_matsubara  G1_Re   G1_Im   G2_Re   G2_Im   G3_Re   G3_Im   G4_Re   G4_Im   
 0.1282283  0.3211259 -0.1468387  0.0638936 -0.6467857 -0.0093799  0.0000450 -0.3561041 -0.2469543
 0.3846848  0.2497433 -0.1815445  0.0156736 -0.4917534 -0.0020064 -0.0000325 -0.2929930 -0.2401163
 0.6411414  0.2000960 -0.1888538  0.0025499 -0.4057926 -0.0007177  0.0000265 -0.2449398 -0.2321949
 0.8975979  0.1657658 -0.1875272 -0.0006299 -0.3504979 -0.0002979 -0.0000901 -0.2086308 -0.2241273
 1.1540544  0.1419089 -0.1823669 -0.0005876 -0.3107073 -0.0003024  0.0000844 -0.1802963 -0.2157227
 1.4105110  0.1243491 -0.1760590  0.0007473 -0.2810011 -0.0002060 -0.0000079 -0.1580055 -0.2082368
 1.6669675  0.1098083 -0.1696744  0.0030550 -0.2581031 -0.0001051  0.0002227 -0.1383557 -0.2017346
 1.9234241  0.0996867 -0.1640239  0.0052865 -0.2393639 -0.0000020 -0.0002249 -0.1225280 -0.1949583
 2.1798806  0.0913552 -0.1579676  0.0068568 -0.2236495 -0.0000336  0.0002446 -0.1092933 -0.1886046
 2.4363372  0.0846560 -0.1532568  0.0084657 -0.2109859 -0.0001959  0.0000337 -0.0975560 -0.1823834
 2.6927937  0.0793809 -0.1488737  0.0093804 -0.2003476 -0.0000282 -0.0000087 -0.0877242 -0.1771427
 2.9492502  0.0736445 -0.1445303  0.0105374 -0.1904933  0.0000528 -0.0000026 -0.0786879 -0.1712546
 3.2057068  0.0697534 -0.1410222  0.0113713 -0.1816660  0.0000634  0.0001129 -0.0710931 -0.1664846
 3.4621633  0.0656625 -0.1372653  0.0125622 -0.1740269 -0.0002847 -0.0000806 -0.0637157 -0.1618112
 3.7186199  0.0619041 -0.1331360  0.0126709 -0.1669492 -0.0001210  0.0002021 -0.0585076 -0.1567911
 3.9750764  0.0588665 -0.1301559  0.0131925 -0.1606459 -0.0001541 -0.0001294 -0.0525212 -0.1517985
 4.2315330  0.0563776 -0.1272611  0.0132854 -0.1548378 -0.0000870 -0.0001071 -0.0486005 -0.1475886
 4.4879895  0.0533691 -0.1244547  0.0132521 -0.1495334  0.0001136  0.0001239 -0.0448402 -0.1437811
 4.7444460  0.0503679 -0.1215827  0.0132854 -0.1448354 -0.0002322  0.0000657 -0.0410284 -0.1393960
 5.0009026  0.0487326 -0.1186713  0.0130552 -0.1402316 -0.0002378  0.0001625 -0.0376043 -0.1359389
 5.2573591  0.0465296 -0.1164763  0.0130117 -0.1359122  0.0003432 -0.0001651 -0.0342628 -0.1326241
 5.5138157  0.0436871 -0.1145591  0.0123631 -0.1322429 -0.0003392 -0.0000479 -0.0312395 -0.1290886
 5.7702722  0.0418425 -0.1111216  0.0126835 -0.1281495 -0.0000712  0.0001143 -0.0290307 -0.1256058
 6.0267288  0.0401022 -0.1090739  0.0122815 -0.1248325 -0.0000399  0.0000393 -0.0268437 -0.1222383
 6.2831853  0.0381145 -0.1065917  0.0113007 -0.1215961 -0.0003361 -0.0002095 -0.0245223 -0.1190473
 6.5396419  0.0368351 -0.1042608  0.0118835 -0.1183116  0.0001220  0.0002629 -0.0233239 -0.1157599
 6.7960984  0.0356571 -0.1029206  0.0119238 -0.1146126  0.0000041 -0.0000929 -0.0218267 -0.1138639
 7.0525549  0.0337950 -0.1003422  0.0107561 -0.1116018 -0.0000297  0.0000712 -0.0201915 -0.1107691
 7.3090115  0.0327206 -0.0988376  0.0109478 -0.1097990  0.0001653 -0.0002435 -0.0185071 -0.1080486
 7.5654680  0.0312780 -0.0971174  0.0107603 -0.1059939  0.0001610  0.0000260 -0.0181097 -0.1058959
 7.8219246  0.0301722 -0.0955618  0.0100159 -0.1039025 -0.0000675  0.0001438 -0.0167460 -0.1030775
 8.0783811  0.0282456 -0.0933099  0.0097425 -0.1011393 -0.0001557 -0.0004125 -0.0152955 -0.1010410
 8.3348377  0.0273134 -0.0908688  0.0098530 -0.0999432 -0.0001709  0.0002124 -0.0148339 -0.0985612
