#w_matsubara  G1_Re   G1_Im   G2_Re   G2_Im   G3_Re   G3_Im   G4_Re   G4_Im   
 0.1282283  0.3197367 -0.1463409  0.0621202 -0.6433318 -0.0055257  0.0001540 -0.3551428 -0.2478895
 0.3846848  0.2483788 -0.1810286  0.0150059 -0.4899683 -0.0009359 -0.0000428 -0.2925815 -0.2402092
 0.6411414  0.1998496 -0.1890681  0.0018642 -0.4039997 -0.0004113  0.0002442 -0.2444452 -0.2327154
 0.8975979  0.1653455 -0.1871013 -0.0011633 -0.3491599 -0.0000415 -0.0000089 -0.2085125 -0.2236105
 1.1540544  0.1413526 -0.1821205 -0.0010555 -0.3101740 -0.0002037  0.0000138 -0.1803126 -0.2163865
 1.4105110  0.1230288 -0.1759276  0.0006631 -0.2805523 -0.0002727  0.0003298 -0.1571741 -0.2086767
 1.6669675  0.1098285 -0.1694822  0.0030202 -0.2580059 -0.0001245  0.0000995 -0.1386342 -0.2016249
 1.9234241  0.0999472 -0.1629666  0.0055028 -0.2398840 -0.0001242 -0.0001730 -0.1224983 -0.1947099
 2.1798806  0.0909256 -0.1583552  0.0068894 -0.2240435  0.0000197 -0.0000459 -0.1090094 -0.1881305
 2.4363372  0.0842146 -0.1533983  0.0080985 -0.2109950 -0.0000041 -0.0000859 -0.0977954 -0.1828157
 2.6927937  0.0779989 -0.1485673  0.0098156 -0.2002420 -0.0003932  0.0000940 -0.0875659 -0.1775131
 2.9492502  0.0738461 -0.1433932  0.0099588 -0.1903925  0.0000630 -0.0001748 -0.0785605 -0.1714263
 3.2057068  0.0698765 -0.1395041  0.0119619 -0.1822263  0.0000697 -0.0002003 -0.0707899 -0.1661943
 3.4621633  0.0657183 -0.1361653  0.0118430 -0.1738855  0.0000312 -0.0000392 -0.0641200 -0.1613114
 3.7186199  0.0623759 -0.1332372  0.0122185 -0.1669679 -0.0001353  0.0000946 -0.0583691 -0.1565509
 3.9750764  0.0590482 -0.1297641  0.0131813 -0.1600257  0.0001508 -0.0001964 -0.0530784 -0.1520969
 4.2315330  0.0559885 -0.1269367  0.0127716 -0.1546460  0.0000646 -0.0001391 -0.0485950 -0.1480625
 4.4879895  0.0535908 -0.1232897  0.0132275 -0.1495694 -0.0000758 -0.0001093 -0.0444716 -0.1440163
 4.7444460  0.0514545 -0.1213423  0.0131863 -0.1443413  0.0000964 -0.0000357 -0.0403275 -0.1395777
 5.0009026  0.0482913 -0.1188654  0.0129827 -0.1403191 -0.0000958 -0.0001943 -0.0370355 -0.1360927
 5.2573591  0.0457867 -0.1151879  0.0123132 -0.1355254  0.0002460  0.0000811 -0.0341780 -0.1328507
 5.5138157  0.0448065 -0.1136799  0.0127007 -0.1316951  0.0001539 -0.0002282 -0.0313645 -0.1291194
 5.7702722  0.0426729 -0.1111431  0.0120727 -0.1278697 -0.0001485  0.0000019 -0.0282869 -0.1257506
 6.0267288  0.0408243 -0.1090329  0.0117473 -0.1242074  0.0001832  0.0001294 -0.0262433 -0.1230472
 6.2831853  0.0388726 -0.1070523  0.0117659 -0.1210269  0.0002612 -0.0001962 -0.0248090 -0.1193746
 6.5396419  0.0369733 -0.1046515  0.0115868 -0.1180668 -0.0000431 -0.0001889 -0.0224474 -0.1166164
 6.7960984  0.0351714 -0.1020404  0.0119666 -0.1151624 -0.0000298  0.0001832 -0.0210901 -0.1135368
 7.0525549  0.0340194 -0.1004120  0.0113293 -0.1114430  0.0000798 -0.0000136 -0.0198965 -0.1103907
 7.3090115  0.0333265 -0.0989382  0.0107932 -0.1093716  0.0000433 -0.0002291 -0.0189544 -0.1079594
 7.5654680  0.0307457 -0.0974003  0.0107128 -0.1063625  0.0001769  0.0001674 -0.0172898 -0.1054424
 7.8219246  0.0299540 -0.0948987  0.0094412 -0.1045276 -0.0000281  0.0001348 -0.0166148 -0.1031453
 8.0783811  0.0287571 -0.0924321  0.0100777 -0.1014761 -0.0000352  0.0000674 -0.0154595 -0.1013001
 8.3348377  0.0279755 -0.0908295  0.0096231 -0.0988631 -0.0000027  0.0000423 -0.0141531 -0.0989940
 8.5912942  0.0265938 -0.0895882  0.0093808 -0.0967704 -0.0000333  0.0000577 -0.0137200 -0.0966348
 8.8477507  0.0258168 -0.0875115  0.0085142 -0.0946616 -0.0000481 -0.0000244 -0.0126100 -0.0944154
 9.1042073  0.0252940 -0.0854162  0.0095100 -0.0927673  0.0000496  0.0001576 -0.0125730 -0.0926162
 9.3606638  0.0237523 -0.0847851  0.0090125 -0.0907136 -0.0001002 -0.0001322 -0.0111221 -0.0907644
 9.6171204  0.0226702 -0.0839622  0.0087757 -0.0895039  0.0001269  0.0000208 -0.0110242 -0.0883823
 9.8735769  0.0223294 -0.0817479  0.0083949 -0.0876547  0.0001534  0.0001445 -0.0103476 -0.0870195
 10.1300335  0.0211074 -0.0803044  0.0079964 -0.0853774 -0.0000464  0.0001738 -0.0101408 -0.0853217
 10.3864900  0.0205800 -0.0794577  0.0077276 -0.0843999 -0.0000199 -0.0001020 -0.0094740 -0.0840950
 10.6429465  0.0201874 -0.0770530  0.0077314 -0.0828098  0.0000592  0.0001773 -0.0086962 -0.0823596
 10.8994031  0.0189884 -0.0762033  0.0082259 -0.0806185  0.0000767  0.0001755 -0.0079866 -0.0807039
 11.1558596  0.0186772 -0.0755218  0.0070956 -0.0789352 -0.0001857  0.0002923 -0.0077715 -0.0793313
 11.4123162  0.0174477 -0.0743204  0.0066745 -0.0777196  0.0000434 -0.0000658 -0.0076707 -0.0778095
 11.6687727  0.0173056 -0.0726771  0.0065795 -0.0763112 -0.0002264  0.0000060 -0.0076638 -0.0765986
 11.9252293  0.0179099 -0.0707328  0.0057472 -0.0747556 -0.0001453 -0.0000605 -0.0069486 -0.0748894
 12.1816858  0.0168616 -0.0706078  0.0061409 -0.0735257 -0.0001556  0.0001084 -0.0061486 -0.0739502
 12.4381423  0.0160422 -0.0695978  0.0061661 -0.0721400 -0.0002618 -0.0001116 -0.0060068 -0.0726540
 12.6945989  0.0149611 -0.0684196  0.0066200 -0.0718486 -0.0002440 -0.0000989 -0.0063005 -0.0715146
 12.9510554  0.0146094 -0.0670923  0.0059999 -0.0702394  0.0000478 -0.0000074 -0.0055999 -0.0700553
 13.2075120  0.0141972 -0.0666560  0.0055882 -0.0693303  0.0000362 -0.0000145 -0.0060671 -0.0687699
 13.4639685  0.0141836 -0.0659232  0.0055460 -0.0683005 -0.0003319 -0.0001545 -0.0054655 -0.0680015
