#w_matsubara  G1_Re   G1_Im   G2_Re   G2_Im   G3_Re   G3_Im   G4_Re   G4_Im   
 0.1282283  0.3198230 -0.1461454  0.0620057 -0.6442054 -0.0038016  0.0001081 -0.3560394 -0.2473982
 0.3846848  0.2499244 -0.1806947  0.0154166 -0.4904694 -0.0009795 -0.0001456 -0.2935176 -0.2402255
 0.6411414  0.2005103 -0.1904837  0.0025969 -0.4046021 -0.0003430 -0.0003469 -0.2451867 -0.2323895
 0.8975979  0.1657095 -0.1877198 -0.0017850 -0.3490847 -0.0001665 -0.0000090 -0.2089452 -0.2243860
 1.1540544  0.1411119 -0.1824061 -0.0009155 -0.3102397  0.0000716 -0.0000588 -0.1806470 -0.2166488
 1.4105110  0.1231611 -0.1760261  0.0007979 -0.2808402 -0.0000173  0.0000441 -0.1576248 -0.2087505
 1.6669675  0.1103201 -0.1696207  0.0034503 -0.2574100 -0.0000312  0.0001869 -0.1387657 -0.2014847
 1.9234241  0.0993489 -0.1637609  0.0052023 -0.2393075 -0.0001185 -0.0001242 -0.1230182 -0.1950813
 2.1798806  0.0914716 -0.1579834  0.0065082 -0.2242105  0.0000202  0.0000021 -0.1091717 -0.1880023
 2.4363372  0.0835083 -0.1527392  0.0082719 -0.2109409  0.0001062  0.0000026 -0.0982101 -0.1822680
 2.6927937  0.0786569 -0.1479447  0.0098088 -0.2002359  0.0000062 -0.0001181 -0.0881179 -0.1774842
 2.9492502  0.0733862 -0.1442703  0.0103887 -0.1902474 -0.0000530 -0.0000027 -0.0787190 -0.1719369
 3.2057068  0.0693233 -0.1402143  0.0113431 -0.1811156  0.0000501  0.0000189 -0.0710946 -0.1665096
 3.4621633  0.0652855 -0.1362799  0.0122039 -0.1743519 -0.0001773 -0.0000653 -0.0645907 -0.1614551
 3.7186199  0.0622795 -0.1326618  0.0125848 -0.1666870  0.0000894 -0.0001150 -0.0585198 -0.1569929
 3.9750764  0.0586350 -0.1293093  0.0131707 -0.1600735 -0.0001063 -0.0002139 -0.0534105 -0.1524349
 4.2315330  0.0556257 -0.1263760  0.0132126 -0.1550511  0.0001941 -0.0002941 -0.0487780 -0.1482117
 4.4879895  0.0533212 -0.1230059  0.0134913 -0.1495893  0.0000310 -0.0001256 -0.0442540 -0.1441807
 4.7444460  0.0514097 -0.1208790  0.0132577 -0.1445822  0.0000578 -0.0000781 -0.0405147 -0.1399954
 5.0009026  0.0480673 -0.1189508  0.0133712 -0.1403908  0.0002516  0.0000394 -0.0375381 -0.1365209
 5.2573591  0.0461296 -0.1158123  0.0126392 -0.1356971 -0.0000947  0.0000627 -0.0339523 -0.1326922
 5.5138157  0.0444827 -0.1133418  0.0132571 -0.1317957  0.0000017 -0.0000007 -0.0315998 -0.1292623
 5.7702722  0.0423894 -0.1114755  0.0125032 -0.1281990 -0.0000001  0.0000983 -0.0286998 -0.1256059
 6.0267288  0.0405575 -0.1093730  0.0121661 -0.1243451  0.0000015  0.0001573 -0.0273181 -0.1226424
 6.2831853  0.0388296 -0.1066806  0.0119351 -0.1208790 -0.0000134 -0.0000533 -0.0249543 -0.1198018
 6.5396419  0.0372696 -0.1042771  0.0117121 -0.1177007 -0.0001671 -0.0000691 -0.0231686 -0.1168891
 6.7960984  0.0362735 -0.1025294  0.0110481 -0.1146579  0.0000014  0.0000767 -0.0212259 -0.1133869
 7.0525549  0.0340921 -0.1007958  0.0110886 -0.1116294  0.0000154  0.0000850 -0.0199934 -0.1110243
 7.3090115  0.0332760 -0.0985856  0.0115181 -0.1092674  0.0000888 -0.0000470 -0.0186572 -0.1084704
 7.5654680  0.0312779 -0.0970247  0.0105059 -0.1064913  0.0001732 -0.0000262 -0.0175001 -0.1060891
 7.8219246  0.0295741 -0.0946065  0.0099994 -0.1044209  0.0000691  0.0000054 -0.0164781 -0.1035679
 8.0783811  0.0287467 -0.0927733  0.0093943 -0.1019463  0.0000269  0.0002870 -0.0150942 -0.1011617
 8.3348377  0.0281157 -0.0912666  0.0098383 -0.0995332 -0.0000691  0.0000286 -0.0143344 -0.0996543
 8.5912942  0.0270945 -0.0903048  0.0095099 -0.0975499 -0.0002149  0.0000700 -0.0132904 -0.0969303
 8.8477507  0.0257817 -0.0877416  0.0091354 -0.0952161 -0.0001126 -0.0000090 -0.0130483 -0.0949030
 9.1042073  0.0247816 -0.0868125  0.0084534 -0.0926213 -0.0000969  0.0000107 -0.0124097 -0.0933089
 9.3606638  0.0239376 -0.0846994  0.0083306 -0.0913900  0.0000067 -0.0000518 -0.0116282 -0.0906734
 9.6171204  0.0236970 -0.0838200  0.0084257 -0.0890433  0.0001015  0.0000550 -0.0106150 -0.0891665
 9.8735769  0.0227161 -0.0813323  0.0076920 -0.0878286 -0.0001126  0.0001907 -0.0105452 -0.0873055
 10.1300335  0.0215492 -0.0812018  0.0078355 -0.0853907 -0.0000106  0.0001973 -0.0102004 -0.0858374
 10.3864900  0.0203487 -0.0797009  0.0073042 -0.0839077  0.0000707 -0.0000099 -0.0091525 -0.0844003
 10.6429465  0.0200215 -0.0773656  0.0079467 -0.0825341  0.0003414 -0.0000235 -0.0085409 -0.0827300
 10.8994031  0.0189666 -0.0769198  0.0066894 -0.0814575  0.0000855  0.0002462 -0.0087570 -0.0809184
 11.1558596  0.0193106 -0.0753718  0.0064587 -0.0795042  0.0000641  0.0000192 -0.0075594 -0.0798072
 11.4123162  0.0184088 -0.0740433  0.0069168 -0.0777526 -0.0000841 -0.0001043 -0.0073669 -0.0786104
 11.6687727  0.0177120 -0.0727016  0.0063178 -0.0759631 -0.0000253  0.0000120 -0.0068875 -0.0762507
 11.9252293  0.0163515 -0.0722902  0.0065770 -0.0752346 -0.0000005  0.0000758 -0.0066465 -0.0757186
 12.1816858  0.0162268 -0.0709822  0.0065903 -0.0733117 -0.0000552  0.0001395 -0.0064154 -0.0737732
 12.4381423  0.0155044 -0.0695965  0.0063108 -0.0729190 -0.0000720 -0.0001546 -0.0067205 -0.0726750
 12.6945989  0.0154865 -0.0680902  0.0057888 -0.0708849  0.0001013 -0.0001947 -0.0058491 -0.0716751
 12.9510554  0.0150304 -0.0672345  0.0056669 -0.0703072  0.0001320  0.0001491 -0.0057811 -0.0704852
 13.2075120  0.0144043 -0.0665618  0.0054132 -0.0691950 -0.0000047 -0.0000926 -0.0049860 -0.0689141
 13.4639685  0.0145170 -0.0657893  0.0051496 -0.0679335 -0.0000497  0.0001710 -0.0052851 -0.0679975
 13.7204251  0.0140196 -0.0654131  0.0054021 -0.0667700 -0.0000352  0.0000203 -0.0053017 -0.0671421
 13.9768816  0.0133287 -0.0636343  0.0049573 -0.0659475 -0.0000794 -0.0001277 -0.0046366 -0.0657870
 14.2333381  0.0133392 -0.0625614  0.0050639 -0.0641604  0.0001268 -0.0001387 -0.0048882 -0.0654113
 14.4897947  0.0117164 -0.0628565  0.0048105 -0.0641818  0.0001215 -0.0000280 -0.0044959 -0.0642432
 14.7462512  0.0120207 -0.0613263  0.0049183 -0.0624329  0.0000645  0.0000441 -0.0043907 -0.0627810
 15.0027078  0.0110717 -0.0606903  0.0044950 -0.0619123  0.0000863 -0.0000284 -0.0041914 -0.0620666
 15.2591643  0.0108864 -0.0594360  0.0043527 -0.0609625  0.0001493  0.0002148 -0.0040766 -0.0614442
 15.5156209  0.0111525 -0.0589112  0.0039622 -0.0600849  0.0000338  0.0000814 -0.0035921 -0.0600243
 15.7720774  0.0104395 -0.0578129  0.0047022 -0.0591245 -0.0000797 -0.0000119 -0.0036688 -0.0593458
 16.0285339  0.0100556 -0.0571314  0.0038069 -0.0592196 -0.0000127  0.0000302 -0.0034481 -0.0587643
 16.2849905  0.0099790 -0.0563987  0.0042940 -0.0572860  0.0000444  0.0000333 -0.0030338 -0.0578071
 16.5414470  0.0084011 -0.0555918  0.0035116 -0.0568459 -0.0000211 -0.0001182 -0.0028478 -0.0567509
 16.7979036  0.0093227 -0.0540646  0.0032788 -0.0557136  0.0001443 -0.0001501 -0.0028927 -0.0558908
 17.0543601  0.0088936 -0.0537263  0.0033389 -0.0545398  0.0001280 -0.0001081 -0.0032815 -0.0551412
 17.3108167  0.0084854 -0.0529008  0.0036014 -0.0548994  0.0000012 -0.0000664 -0.0029224 -0.0543180
 17.5672732  0.0086835 -0.0528795  0.0032996 -0.0537292 -0.0001401  0.0002264 -0.0027101 -0.0533897
 17.8237297  0.0086928 -0.0519959  0.0031398 -0.0535990  0.0001134  0.0003234 -0.0030105 -0.0529736
 18.0801863  0.0084277 -0.0511869  0.0027522 -0.0524480  0.0000563  0.0001036 -0.0025517 -0.0525441
 18.3366428  0.0087279 -0.0509070  0.0029804 -0.0510442 -0.0000159  0.0000142 -0.0026591 -0.0520726
 18.5930994  0.0081928 -0.0495372  0.0032225 -0.0507678  0.0000367 -0.0000735 -0.0027754 -0.0510009
 18.8495559  0.0081005 -0.0502715  0.0031184 -0.0497621 -0.0000417 -0.0000392 -0.0024493 -0.0505145
 19.1060125  0.0075727 -0.0489149  0.0030745 -0.0501032 -0.0001698  0.0000729 -0.0019517 -0.0495150
 19.3624690  0.0078318 -0.0483695  0.0031133 -0.0494889  0.0001094 -0.0002096 -0.0021630 -0.0495574
 19.6189256  0.0069362 -0.0481224  0.0028624 -0.0486498  0.0000506  0.0001045 -0.0027017 -0.0489779
 19.8753821  0.0064860 -0.0472426  0.0027410 -0.0473469  0.0000951 -0.0001162 -0.0027525 -0.0475231
 20.1318386  0.0070038 -0.0469741  0.0035860 -0.0476301  0.0001803  0.0001543 -0.0025358 -0.0475598
 20.3882952  0.0062955 -0.0463088  0.0027983 -0.0469176 -0.0001232  0.0000965 -0.0021450 -0.0469927
 20.6447517  0.0069348 -0.0459635  0.0022344 -0.0466933 -0.0001975 -0.0000408 -0.0019274 -0.0462122
