#w_matsubara  G1_Re   G1_Im   G2_Re   G2_Im   G3_Re   G3_Im   G4_Re   G4_Im   
 0.0628319  0.3144091 -0.0557803  0.0243116 -0.2944421 -0.6063959 -0.0001716 -0.4515730 -0.1380238
 0.1884956  0.2856198 -0.1197464  0.0058012 -0.4935255 -0.3131152 -0.0003338 -0.3680330 -0.2218986
 0.3141593  0.2533995 -0.1467567 -0.0034163 -0.4831066 -0.1576955  0.0002018 -0.3231229 -0.2315513
 0.4398230  0.2268185 -0.1603163 -0.0072612 -0.4457637 -0.0881742  0.0007704 -0.2915514 -0.2307048
 0.5654867  0.2054790 -0.1673632 -0.0082517 -0.4101145 -0.0528088 -0.0000300 -0.2657816 -0.2282933
 0.6911504  0.1860619 -0.1703772 -0.0083201 -0.3799831 -0.0335921 -0.0007190 -0.2453023 -0.2250123
 0.8168141  0.1703062 -0.1703948 -0.0077893 -0.3546018 -0.0227588  0.0002144 -0.2271182 -0.2219252
 0.9424778  0.1572293 -0.1690595 -0.0064749 -0.3327785 -0.0165206 -0.0002002 -0.2105672 -0.2185501
 1.0681415  0.1464085 -0.1684216 -0.0055045 -0.3140955 -0.0126985 -0.0000816 -0.1959513 -0.2153989
 1.1938052  0.1362927 -0.1665215 -0.0033133 -0.2978084 -0.0090072 -0.0001830 -0.1830358 -0.2122188
 1.3194689  0.1286703 -0.1633957 -0.0021124 -0.2839968 -0.0068492 -0.0002317 -0.1710340 -0.2090266
 1.4451326  0.1210580 -0.1606064 -0.0008064 -0.2712737 -0.0054601 -0.0006264 -0.1600709 -0.2061205
 1.5707963  0.1152359 -0.1593370  0.0009218 -0.2604572 -0.0035756 -0.0006074 -0.1498104 -0.2030155
 1.6964600  0.1091144 -0.1567614  0.0020450 -0.2513123 -0.0030713  0.0001593 -0.1412644 -0.1994771
 1.8221237  0.1047188 -0.1548211  0.0038851 -0.2423359 -0.0033852 -0.0000839 -0.1328605 -0.1966180
 1.9477874  0.1007066 -0.1523786  0.0049184 -0.2339138 -0.0018385 -0.0000127 -0.1256290 -0.1932105
 2.0734512  0.0954290 -0.1497252  0.0057475 -0.2265613 -0.0005868 -0.0000167 -0.1185238 -0.1901774
 2.1991149  0.0915262 -0.1488046  0.0071129 -0.2195853 -0.0013117  0.0006185 -0.1123541 -0.1877702
 2.3247786  0.0891776 -0.1467493  0.0081111 -0.2134440 -0.0013878  0.0011980 -0.1063797 -0.1851051
 2.4504423  0.0861494 -0.1445987  0.0084115 -0.2079288 -0.0008494  0.0010318 -0.1007782 -0.1824328
 2.5761060  0.0833115 -0.1430369  0.0090426 -0.2027530 -0.0004810  0.0002553 -0.0955297 -0.1798586
 2.7017697  0.0798328 -0.1412183  0.0100106 -0.1975857 -0.0009147  0.0003981 -0.0903791 -0.1766753
 2.8274334  0.0775796 -0.1393184  0.0114724 -0.1927196 -0.0006097  0.0004519 -0.0857551 -0.1736519
 2.9530971  0.0752242 -0.1375747  0.0124211 -0.1882211 -0.0007510 -0.0000128 -0.0815116 -0.1710805
 3.0787608  0.0736625 -0.1362357  0.0127401 -0.1841385 -0.0004996  0.0000297 -0.0774567 -0.1688219
 3.2044245  0.0716289 -0.1344764  0.0123020 -0.1803879 -0.0000396  0.0001607 -0.0737898 -0.1668260
 3.3300882  0.0696242 -0.1335338  0.0125013 -0.1767751  0.0000550  0.0003265 -0.0698567 -0.1647837
 3.4557519  0.0681469 -0.1313871  0.0136518 -0.1727421 -0.0009312  0.0010942 -0.0661277 -0.1626327
 3.5814156  0.0658982 -0.1304822  0.0129928 -0.1691514 -0.0001309  0.0002023 -0.0630661 -0.1598278
 3.7070793  0.0641097 -0.1281695  0.0136182 -0.1664271 -0.0007992 -0.0006712 -0.0606833 -0.1567822
 3.8327430  0.0618120 -0.1278466  0.0136066 -0.1626060 -0.0010203 -0.0002328 -0.0578111 -0.1548976
 3.9584067  0.0600208 -0.1262414  0.0139443 -0.1599943 -0.0007941 -0.0003519 -0.0554581 -0.1531191
 4.0840704  0.0591703 -0.1251989  0.0139446 -0.1571741 -0.0007177  0.0002018 -0.0526338 -0.1515748
 4.2097342  0.0586598 -0.1234389  0.0144067 -0.1542818 -0.0001372 -0.0001711 -0.0495499 -0.1486782
 4.3353979  0.0550474 -0.1225264  0.0144959 -0.1514517  0.0002740 -0.0007875 -0.0476811 -0.1457329
 4.4610616  0.0549365 -0.1214460  0.0145053 -0.1497834 -0.0004974  0.0000439 -0.0458817 -0.1440058
 4.5867253  0.0536559 -0.1195023  0.0143886 -0.1468158  0.0001509  0.0002898 -0.0446929 -0.1424567
 4.7123890  0.0527956 -0.1192464  0.0137337 -0.1442237  0.0001244  0.0005735 -0.0426045 -0.1408126
 4.8380527  0.0513146 -0.1166710  0.0130583 -0.1412746 -0.0005089  0.0004200 -0.0404212 -0.1391536
 4.9637164  0.0499812 -0.1157004  0.0130545 -0.1396123  0.0002992 -0.0000002 -0.0384771 -0.1373137
 5.0893801  0.0498553 -0.1151574  0.0134803 -0.1374559  0.0006420 -0.0001501 -0.0366664 -0.1354068
 5.2150438  0.0474833 -0.1147603  0.0144174 -0.1358730  0.0001743 -0.0000748 -0.0351184 -0.1334035
 5.3407075  0.0470448 -0.1132763  0.0137886 -0.1336615  0.0003088 -0.0003257 -0.0342240 -0.1313150
 5.4663712  0.0462704 -0.1120011  0.0124058 -0.1320417 -0.0003536 -0.0004615 -0.0330045 -0.1298673
 5.5920349  0.0454451 -0.1119984  0.0133951 -0.1298788 -0.0003081  0.0005200 -0.0321792 -0.1282386
 5.7176986  0.0435688 -0.1096851  0.0128997 -0.1273310  0.0003682  0.0002859 -0.0306287 -0.1269069
 5.8433623  0.0429325 -0.1092457  0.0130207 -0.1253965 -0.0002227  0.0003138 -0.0291288 -0.1255464
 5.9690260  0.0421199 -0.1076265  0.0134997 -0.1241387  0.0003057 -0.0005945 -0.0281737 -0.1239302
 6.0946897  0.0399241 -0.1078271  0.0133806 -0.1221655  0.0000621 -0.0004302 -0.0267622 -0.1225469
 6.2203535  0.0405873 -0.1059213  0.0122597 -0.1213168  0.0002310  0.0000781 -0.0259005 -0.1206766
 6.3460172  0.0402070 -0.1049717  0.0124335 -0.1197506 -0.0001121 -0.0003162 -0.0248834 -0.1185727
 6.4716809  0.0389156 -0.1041669  0.0122583 -0.1178657 -0.0002452  0.0000194 -0.0238280 -0.1172466
 6.5973446  0.0382578 -0.1031145  0.0126336 -0.1172533  0.0002798  0.0004903 -0.0236642 -0.1161463
 6.7230083  0.0383488 -0.1014173  0.0116762 -0.1157526  0.0001533  0.0006500 -0.0226787 -0.1146762
 6.8486720  0.0366033 -0.1008776  0.0118959 -0.1144037  0.0001212  0.0004619 -0.0218976 -0.1132225
 6.9743357  0.0354290 -0.1001566  0.0118076 -0.1130999  0.0001983  0.0001030 -0.0214616 -0.1111986
 7.0999994  0.0348837 -0.0990575  0.0117496 -0.1116235 -0.0004772  0.0002008 -0.0213250 -0.1106619
 7.2256631  0.0334103 -0.0993829  0.0113095 -0.1104926 -0.0001612 -0.0006246 -0.0206710 -0.1103164
 7.3513268  0.0325478 -0.0977097  0.0114668 -0.1087695 -0.0006849 -0.0004207 -0.0196653 -0.1093892
 7.4769905  0.0329497 -0.0963540  0.0117086 -0.1075284 -0.0004267  0.0002999 -0.0185637 -0.1079788
 7.6026542  0.0327608 -0.0954371  0.0107458 -0.1065657  0.0002650  0.0001851 -0.0176424 -0.1062368
 7.7283179  0.0313700 -0.0961792  0.0105384 -0.1054524  0.0000006  0.0009858 -0.0170073 -0.1048522
 7.8539816  0.0304855 -0.0939564  0.0110998 -0.1043299  0.0002978  0.0004237 -0.0164069 -0.1043565
 7.9796453  0.0300737 -0.0939980  0.0113138 -0.1023058  0.0004230 -0.0006268 -0.0158754 -0.1026511
 8.1053090  0.0298574 -0.0927643  0.0104737 -0.1009702  0.0003227  0.0003181 -0.0153746 -0.1015066
 8.2309728  0.0288215 -0.0916660  0.0103376 -0.0994360 -0.0001321  0.0001146 -0.0151263 -0.1008023
 8.3566365  0.0284998 -0.0911800  0.0104137 -0.0982253 -0.0002811  0.0003622 -0.0141227 -0.0995359
 8.4823002  0.0276510 -0.0906992  0.0099947 -0.0975960  0.0003704  0.0001791 -0.0134521 -0.0985485
 8.6079639  0.0273850 -0.0895648  0.0096913 -0.0967235  0.0006829  0.0004844 -0.0131871 -0.0976494
 8.7336276  0.0269674 -0.0878759  0.0095718 -0.0958033 -0.0001000 -0.0006403 -0.0126994 -0.0965893
 8.8592913  0.0265736 -0.0883162  0.0089112 -0.0953192 -0.0000758 -0.0003379 -0.0122993 -0.0956894
 8.9849550  0.0257979 -0.0869990  0.0091428 -0.0944130 -0.0008049 -0.0001518 -0.0119571 -0.0941656
 9.1106187  0.0254548 -0.0866958  0.0096585 -0.0930014 -0.0006055 -0.0010334 -0.0118954 -0.0934683
 9.2362824  0.0253428 -0.0848864  0.0096609 -0.0917511  0.0006579 -0.0005413 -0.0116955 -0.0926894
 9.3619461  0.0230829 -0.0847621  0.0084320 -0.0911776  0.0007235 -0.0002410 -0.0109853 -0.0916931
 9.4876098  0.0233758 -0.0839580  0.0087390 -0.0903461  0.0003180 -0.0008702 -0.0103600 -0.0906259
 9.6132735  0.0229538 -0.0839657  0.0090931 -0.0890552  0.0006285 -0.0005368 -0.0099320 -0.0898724
 9.7389372  0.0228999 -0.0826930  0.0088176 -0.0888368  0.0000850  0.0000690 -0.0093483 -0.0887669
 9.8646009  0.0224397 -0.0815925  0.0079014 -0.0871890 -0.0005399  0.0001630 -0.0092228 -0.0873040
 9.9902646  0.0227923 -0.0803893  0.0080589 -0.0861296 -0.0013024  0.0004064 -0.0090165 -0.0861029
 10.1159283  0.0219539 -0.0804558  0.0083424 -0.0849596 -0.0006564  0.0005767 -0.0090205 -0.0849229
 10.2415921  0.0213490 -0.0811637  0.0080629 -0.0845189 -0.0001811 -0.0002490 -0.0093381 -0.0840241
 10.3672558  0.0210856 -0.0791910  0.0079355 -0.0838459  0.0001506 -0.0002456 -0.0091625 -0.0833161
 10.4929195  0.0199350 -0.0797561  0.0090078 -0.0833203 -0.0002674  0.0000855 -0.0089927 -0.0832386
 10.6185832  0.0203083 -0.0782240  0.0078682 -0.0821752 -0.0006038  0.0000056 -0.0086989 -0.0825272
 10.7442469  0.0192905 -0.0770373  0.0075462 -0.0807996 -0.0003301 -0.0002012 -0.0085821 -0.0817021
 10.8699106  0.0200314 -0.0759332  0.0073081 -0.0809462 -0.0003588  0.0004007 -0.0084064 -0.0807980
 10.9955743  0.0189340 -0.0752235  0.0070131 -0.0802633 -0.0005005  0.0005831 -0.0083801 -0.0795438
 11.1212380  0.0187800 -0.0750715  0.0076343 -0.0797313 -0.0002733  0.0007031 -0.0084081 -0.0793787
 11.2469017  0.0173239 -0.0750635  0.0075319 -0.0794253  0.0003410  0.0005088 -0.0082361 -0.0792286
 11.3725654  0.0174913 -0.0749870  0.0079669 -0.0779984 -0.0001226  0.0001871 -0.0076348 -0.0783682
 11.4982291  0.0175269 -0.0728561  0.0077807 -0.0775502 -0.0008120 -0.0001002 -0.0070895 -0.0777259
 11.6238928  0.0177232 -0.0730323  0.0072807 -0.0771772 -0.0005379 -0.0004660 -0.0070951 -0.0767855
 11.7495565  0.0181622 -0.0722944  0.0066461 -0.0760631 -0.0003202 -0.0002144 -0.0069474 -0.0762899
 11.8752202  0.0171876 -0.0724497  0.0062782 -0.0752598  0.0003782  0.0001010 -0.0064898 -0.0756498
 12.0008839  0.0177800 -0.0707653  0.0064664 -0.0738713 -0.0001856 -0.0000052 -0.0068283 -0.0746353
 12.1265476  0.0166754 -0.0706343  0.0063460 -0.0734907 -0.0004750 -0.0003994 -0.0069968 -0.0740834
 12.2522113  0.0170052 -0.0705711  0.0067202 -0.0730283 -0.0001964  0.0004189 -0.0068953 -0.0731301
 12.3778751  0.0161005 -0.0694032  0.0064397 -0.0728160 -0.0003020  0.0002340 -0.0065030 -0.0725317
 12.5035388  0.0157866 -0.0704872  0.0057183 -0.0722074  0.0001418  0.0005891 -0.0063396 -0.0725320
 12.6292025  0.0158189 -0.0691379  0.0062811 -0.0720520  0.0000829  0.0003736 -0.0059941 -0.0722575
 12.7548662  0.0150437 -0.0678605  0.0063778 -0.0716415 -0.0000699  0.0000363 -0.0052668 -0.0715825
 12.8805299  0.0153311 -0.0670828  0.0064949 -0.0702517 -0.0003873 -0.0001873 -0.0049047 -0.0709664
 13.0061936  0.0152276 -0.0667800  0.0055060 -0.0690796  0.0000122  0.0006146 -0.0049328 -0.0698994
 13.1318573  0.0148714 -0.0655207  0.0054312 -0.0689684  0.0004709  0.0003749 -0.0050833 -0.0691241
 13.2575210  0.0143671 -0.0654508  0.0062530 -0.0689765 -0.0005829  0.0000730 -0.0049511 -0.0688589
 13.3831847  0.0148722 -0.0653818  0.0052709 -0.0681138  0.0000010 -0.0005623 -0.0049695 -0.0683082
