#Grid 100
2.4		0.93301578		0.19884935739798967
2.42		0.93496557		0.19385346311937812
2.44		0.93693357		0.18875130410424323
2.46		0.93891395		0.18215703449153955
2.48		0.94092373		0.1753152647923321
2.481		0.94102792		0.17498734310169312
2.483		0.94122645		0.17437922424602423
2.485		0.94142735		0.17377945972382278
2.487		0.94162859		0.17318926786175895
2.489		0.94183026		0.17260722744783466
2.491		0.9420324		0.1720317577548886
2.493		0.94223414		0.17146120163244394
2.495		0.94243483		0.17090752843781146
2.496		0.97411003		9.589155491456773e-9
2.499		0.97455212		1.0180978864771529e-12
2.5		0.94293903		0.16950220932117932
2.502		0.97498717		7.20333855354467e-17
2.504		0.97527975		-6.189423147212094e-17
2.506		0.97557647		7.923643427256731e-17
2.508		0.97585864		1.1162285441337326e-17
2.52		0.98092793		1.5284187944435785e-10
2.54		0.98366213		-3.433004540106403e-17
2.56		0.98596476		4.543624609957982e-17
2.58		0.99475062		1.918816525365825e-17
2.6		0.99757759		1.2810103554466856e-16
2.62		0.99867325		1.0466018620802255e-16
2.64		0.99877667		-4.7125092213729974e-17
5.15		1.0610744		2.08038082222369e-5
5.15		1.0610744		2.0967183431133426e-5
5.2		1.069613		2.550564699552888e-5
5.25		1.0788564		0.09423207130993162
5.3		1.0881113		0.1301323763969938
5.31		1.0900026		0.13678507111250013
5.32		1.0919072		0.14294104915519185
5.33		1.0938415		0.1501026267123657
5.34		1.0958443		0.15852850592374185
5.34		1.0778965		0.08257924641261054
5.35		1.0979803		0.16937813142218053
5.35		1.0979801		0.16937577985536637
5.36		1.1004105		0.18455367248386817
5.361		1.1006932		0.18656496998197866
5.362		1.1009894		0.18874229642041165
5.363		1.1013063		0.19114829302368902
5.364		1.1016501		0.19388277858893016
5.365		1.1019521		0.1971439540731978
5.366		1.1022747		0.20144872551121565
5.367		1.1028726		0.21094881285099276
5.368		1.1133177		0.4954478907192511
5.369		1.1134222		0.4955902797186582
5.37		1.1135272		0.49576384527573003
5.38		1.1145919		0.4974070743797363
5.39		1.1156336		0.49872861709637567
5.4		1.1166816		0.5000505209708612
5.41		1.1177146		0.5011237782036071
5.42		1.1187634		0.5024828012195941
5.43		1.119811		0.5038817502366446
5.44		1.1208591		0.505320870100086
5.45		1.1219072		0.50678952103774
5.45		1.1219255		0.5070394224623614
5.46		1.1229605		0.5082670566351671
5.47		1.1240143		0.5097210046002247
5.48		1.1250633		0.5111122734702909
5.49		1.1261146		0.5123983707571449
5.5		1.1271915		0.5137636652703803
5.5		1.1271646		0.5135383185868212
5.51		1.1282174		0.5144975754351732
5.52		1.1292718		0.5152535969401691
5.53		1.1303245		0.5157996987748219
5.54		1.131377		0.5161482283900671
5.55		1.1324338		0.5163304673904249
5.55		1.1324506		0.51648521347697
5.56		1.1334861		0.5163978355920935
5.57		1.134541		0.516415373441114
5.58		1.1355981		0.5164628516934306
5.59		1.136657		0.5166225227353243
5.6		1.1377144		0.516975597703851
5.6		1.1377305		0.5170969455726111
5.61		1.1387721		0.5175972522210286
5.62		1.1398322		0.5185473506132986
5.63		1.1408985		0.5198649131248468
5.64		1.1419607		0.5215628383459713
5.65		1.1430233		0.5236222073864617
5.65		1.143039		0.5237981985266669
5.66		1.1440909		0.5259867357434213
5.67		1.1451628		0.528560101523451
5.68		1.1462343		0.5312093578407294
5.69		1.1473021		0.5337588863805925
5.7		1.1483875		0.5362144994116492
5.75		1.1537716		0.5375698502617043
5.8		1.1591376		0.5245419251806032
5.85		1.1645244		0.521224303896972
5.9		1.1698577		0.5406824047088429
5.95		1.1751527		0.5573529442714628
6.0		1.180478		0.5205808723141453
