#w_matsubara  G1_Re   G1_Im   G2_Re   G2_Im   G3_Re   G3_Im   G4_Re   G4_Im   
 0.0785398  0.3138111 -0.0697909  0.0262572 -0.3586466 -0.5629091 -0.0009288 -0.4353207 -0.1632681
 0.2356194  0.2740507 -0.1341792  0.0044014 -0.5037514 -0.2334896 -0.0007122 -0.3473234 -0.2281389
 0.3926991  0.2366947 -0.1581789 -0.0042481 -0.4624172 -0.1035515 -0.0001533 -0.3023973 -0.2316164
 0.5497787  0.2076022 -0.1678319 -0.0081449 -0.4147553 -0.0535569  0.0000065 -0.2689102 -0.2287644
 0.7068583  0.1841969 -0.1701603 -0.0080018 -0.3768528 -0.0311208  0.0000179 -0.2423095 -0.2251247
 0.8639380  0.1659042 -0.1706535 -0.0068855 -0.3464807 -0.0189116  0.0000607 -0.2199328 -0.2210763
 1.0210176  0.1507191 -0.1699962 -0.0057420 -0.3212843 -0.0123052 -0.0000300 -0.2010372 -0.2166085
 1.1780972  0.1380558 -0.1680082 -0.0039811 -0.3005197 -0.0085001  0.0003142 -0.1843209 -0.2129899
 1.3351769  0.1268809 -0.1645405 -0.0012552 -0.2829800 -0.0059647 -0.0005250 -0.1693248 -0.2086595
 1.4922565  0.1183775 -0.1610579 -0.0000427 -0.2679355 -0.0043970  0.0000724 -0.1565855 -0.2050315
 1.6493361  0.1111413 -0.1584447  0.0014293 -0.2555360 -0.0032882 -0.0000783 -0.1441153 -0.2004426
 1.8064158  0.1046712 -0.1559890  0.0035577 -0.2443854 -0.0024910 -0.0004492 -0.1344530 -0.1969418
 1.9634954  0.0988553 -0.1531498  0.0052837 -0.2332006 -0.0024970 -0.0002846 -0.1241277 -0.1939281
 2.1205750  0.0941944 -0.1505762  0.0065056 -0.2235954 -0.0015124  0.0001865 -0.1163862 -0.1895332
 2.2776547  0.0902701 -0.1477429  0.0079462 -0.2156301 -0.0010745  0.0000027 -0.1075318 -0.1867491
 2.4347343  0.0855578 -0.1455623  0.0089733 -0.2086988 -0.0009385  0.0002873 -0.1009984 -0.1821730
 2.5918139  0.0819734 -0.1433054  0.0099782 -0.2022973 -0.0010355 -0.0002336 -0.0940485 -0.1800259
 2.7488936  0.0790414 -0.1407960  0.0104559 -0.1958417 -0.0007911  0.0003976 -0.0877377 -0.1752086
 2.9059732  0.0768034 -0.1386430  0.0112181 -0.1900839 -0.0010295  0.0002676 -0.0833099 -0.1723112
 3.0630528  0.0733819 -0.1364376  0.0120536 -0.1846008 -0.0010561  0.0004049 -0.0775438 -0.1694077
 3.2201325  0.0710850 -0.1338340  0.0121185 -0.1797249  0.0001125 -0.0005936 -0.0731846 -0.1667433
 3.3772121  0.0688647 -0.1330400  0.0129892 -0.1748938 -0.0003176 -0.0006920 -0.0677637 -0.1630656
 3.5342917  0.0663497 -0.1304821  0.0135409 -0.1705382 -0.0003356 -0.0005691 -0.0646263 -0.1598536
 3.6913714  0.0638505 -0.1284040  0.0138828 -0.1666526  0.0003076  0.0001258 -0.0598991 -0.1573109
 3.8484510  0.0619216 -0.1274946  0.0142770 -0.1630846  0.0003471 -0.0003295 -0.0574752 -0.1531253
 4.0055306  0.0605468 -0.1264537  0.0137869 -0.1586270  0.0001195 -0.0000733 -0.0539271 -0.1525128
 4.1626103  0.0589275 -0.1245978  0.0143952 -0.1554740  0.0004103  0.0000103 -0.0507871 -0.1477777
 4.3196899  0.0567814 -0.1230688  0.0138641 -0.1522073 -0.0002419  0.0001497 -0.0501172 -0.1468015
 4.4767695  0.0545439 -0.1219497  0.0148788 -0.1487699 -0.0001711  0.0001043 -0.0450553 -0.1442798
 4.6338492  0.0528434 -0.1200000  0.0149903 -0.1462594 -0.0001474 -0.0003010 -0.0444530 -0.1416614
 4.7909288  0.0515597 -0.1180636  0.0137115 -0.1430000 -0.0005707  0.0005946 -0.0403399 -0.1396890
 4.9480084  0.0500706 -0.1169991  0.0143247 -0.1407923 -0.0004077 -0.0000506 -0.0388450 -0.1368676
 5.1050881  0.0482861 -0.1163654  0.0138836 -0.1384165  0.0002831 -0.0005640 -0.0363274 -0.1355065
 5.2621677  0.0469371 -0.1139884  0.0139785 -0.1350171 -0.0000550 -0.0000151 -0.0355394 -0.1315232
 5.4192473  0.0461012 -0.1119042  0.0138095 -0.1322663 -0.0003838  0.0003082 -0.0335085 -0.1311623
 5.5763270  0.0447266 -0.1109588  0.0136449 -0.1302271 -0.0000624  0.0001797 -0.0312465 -0.1279752
 5.7334066  0.0439634 -0.1095132  0.0134402 -0.1280854  0.0000995 -0.0002319 -0.0307674 -0.1274665
 5.8904862  0.0423125 -0.1086525  0.0124019 -0.1258604 -0.0000161  0.0003811 -0.0274822 -0.1244859
 6.0475659  0.0412375 -0.1068582  0.0125728 -0.1229456  0.0002582  0.0005175 -0.0276108 -0.1223610
 6.2046455  0.0405716 -0.1059124  0.0126325 -0.1213935  0.0004770  0.0002901 -0.0257455 -0.1211116
 6.3617251  0.0395466 -0.1045655  0.0128925 -0.1195765  0.0000472 -0.0003673 -0.0250614 -0.1186688
 6.5188048  0.0391531 -0.1033601  0.0120670 -0.1177982 -0.0004154 -0.0004282 -0.0237642 -0.1168700
 6.6758844  0.0381822 -0.1024345  0.0117629 -0.1157336 -0.0000409 -0.0003039 -0.0233764 -0.1150378
 6.8329640  0.0365991 -0.1013777  0.0118070 -0.1136685 -0.0000365  0.0005806 -0.0220316 -0.1140473
 6.9900437  0.0354110 -0.1003477  0.0111199 -0.1122497 -0.0001753  0.0008367 -0.0209094 -0.1119733
 7.1471233  0.0344860 -0.0986735  0.0109765 -0.1110096  0.0002632  0.0001162 -0.0198937 -0.1116274
 7.3042029  0.0330262 -0.0975716  0.0114467 -0.1090053  0.0001305  0.0000268 -0.0183758 -0.1088451
 7.4612826  0.0321059 -0.0966050  0.0112750 -0.1080186 -0.0004830  0.0001379 -0.0187023 -0.1077886
 7.6183622  0.0320182 -0.0957067  0.0112897 -0.1066180 -0.0004708  0.0003028 -0.0166931 -0.1061296
 7.7754418  0.0311382 -0.0937625  0.0112528 -0.1047087  0.0005350 -0.0003428 -0.0165190 -0.1043215
 7.9325215  0.0301982 -0.0929448  0.0109274 -0.1025025  0.0003317 -0.0001292 -0.0159383 -0.1026413
 8.0896011  0.0291986 -0.0918671  0.0107617 -0.1014910 -0.0004683  0.0001929 -0.0157905 -0.1012444
 8.2466807  0.0281881 -0.0914518  0.0097821 -0.1000478 -0.0002114  0.0004737 -0.0148450 -0.1001826
 8.4037603  0.0283995 -0.0904026  0.0096956 -0.0985551 -0.0001699  0.0007544 -0.0139984 -0.0984557
 8.5608400  0.0279654 -0.0893267  0.0093716 -0.0977522 -0.0003810  0.0008070 -0.0139542 -0.0973238
 8.7179196  0.0271027 -0.0885905  0.0093500 -0.0962080  0.0001376  0.0001669 -0.0134306 -0.0959461
 8.8749992  0.0257013 -0.0871512  0.0092051 -0.0942668  0.0004971 -0.0001242 -0.0129526 -0.0944525
 9.0320789  0.0255037 -0.0865390  0.0094545 -0.0932898  0.0000655  0.0001542 -0.0121684 -0.0940217
 9.1891585  0.0253171 -0.0856800  0.0097529 -0.0927805 -0.0000954  0.0002427 -0.0115788 -0.0927552
 9.3462381  0.0244986 -0.0848011  0.0093822 -0.0910613 -0.0001198 -0.0001375 -0.0107314 -0.0912369
 9.5033178  0.0239285 -0.0840569  0.0082986 -0.0900693  0.0006023  0.0000442 -0.0108548 -0.0894824
 9.6603974  0.0231733 -0.0835091  0.0090302 -0.0887306  0.0005971  0.0000665 -0.0105830 -0.0888755
 9.8174770  0.0227944 -0.0832653  0.0086049 -0.0880859 -0.0006067  0.0000791 -0.0103803 -0.0874300
 9.9745567  0.0217992 -0.0814332  0.0087066 -0.0871798 -0.0006046 -0.0003299 -0.0100639 -0.0864604
 10.1316363  0.0214292 -0.0802066  0.0088382 -0.0854555 -0.0001490  0.0003260 -0.0095319 -0.0861832
 10.2887159  0.0212475 -0.0793623  0.0079417 -0.0843791  0.0000218 -0.0004885 -0.0091245 -0.0846408
 10.4457956  0.0207165 -0.0787847  0.0076958 -0.0840381  0.0001435  0.0000826 -0.0091468 -0.0839413
 10.6028752  0.0198700 -0.0779662  0.0073575 -0.0830636 -0.0004465 -0.0000803 -0.0089432 -0.0831672
