#iter  N
1 1.0936150
2 1.0955564
3 1.0967163
4 1.0974382
5 1.0976102
6 1.0975647
7 1.0979208
8 1.0978808
9 1.0977821
10 1.0977795
11 1.0977540
12 1.0975574
13 1.0976953
14 1.0976427
15 1.0978751
16 1.0978717
17 1.0980018
18 1.0978486
19 1.0980349
20 1.0979591
21 1.0979313
22 1.0978037
23 1.0977440
24 1.0977361
25 1.0975304
26 1.0976900
27 1.0976237
28 1.0976206
29 1.0976256
30 1.0975661
31 1.0977481
32 1.0978426
33 1.0979871
34 1.0980102
35 1.0979819
36 1.0978674
37 1.0976709
38 1.0976224
39 1.0977005
40 1.0978611
41 1.0978433
42 1.0978546
43 1.0979748
44 1.0979895
45 1.0978527
46 1.0979560
47 1.0978790
48 1.0979397
49 1.0978783
50 1.0978752
51 1.0979368
52 1.0979521
53 1.0980804
54 1.0980624
55 1.0979860
56 1.0978630
57 1.0977876
58 1.0978908
59 1.0979054
60 1.0979125
61 1.0979668
62 1.0980475
63 1.0981242
64 1.0978281
