#w_matsubara  g11_Re     g11_Im     g12_Re     g12_Im     g13_Re     g13_Im     g12_nambu_Re     g12_nambu_Im     
 0.1495997  0.0173678 -0.4121053  0.1657309  0.0239296 -0.0368279  0.2134600 -0.0000230 -0.0000007
 0.4487990 -0.0062248 -0.3377634  0.1281875  0.0134860 -0.0161912  0.1264104 -0.0000369 -0.0000300
 0.7479983 -0.0112887 -0.2938408  0.1028610  0.0097824 -0.0108032  0.0850657  0.0000103 -0.0001003
 1.0471976 -0.0111435 -0.2632263  0.0853331  0.0086637 -0.0094230  0.0619369 -0.0000753 -0.0000157
 1.3463969 -0.0088174 -0.2406121  0.0723912  0.0082949 -0.0089334  0.0468855  0.0000140  0.0000365
 1.6455962 -0.0059708 -0.2227961  0.0626749  0.0078960 -0.0086534  0.0367357  0.0000124  0.0000720
 1.9447955 -0.0030554 -0.2080012  0.0549425  0.0078587 -0.0085571  0.0296387  0.0000617  0.0000474
 2.2439948 -0.0006112 -0.1959711  0.0486525  0.0075798 -0.0081121  0.0243218 -0.0000114  0.0000211
 2.5431941  0.0016822 -0.1853114  0.0436745  0.0074636 -0.0073199  0.0203803 -0.0000103  0.0000724
 2.8423934  0.0037212 -0.1767851  0.0394418  0.0070643 -0.0067514  0.0171771 -0.0000591 -0.0000062
 3.1415927  0.0052607 -0.1687734  0.0358017  0.0066763 -0.0062968  0.0148030 -0.0000466 -0.0000467
 3.4407920  0.0065658 -0.1619748  0.0326655  0.0061981 -0.0056746  0.0128380 -0.0000117 -0.0000168
 3.7399913  0.0075983 -0.1552583  0.0297750  0.0057201 -0.0053155  0.0111468  0.0000176 -0.0000013
 4.0391906  0.0080105 -0.1494572  0.0274832  0.0052892 -0.0051541  0.0096801  0.0000234  0.0000390
 4.3383899  0.0088352 -0.1442502  0.0254711  0.0052291 -0.0045570  0.0084498  0.0000521  0.0000705
 4.6375892  0.0088044 -0.1388261  0.0234130  0.0047430 -0.0041447  0.0074296  0.0000611  0.0000327
 4.9367885  0.0093780 -0.1344359  0.0217220  0.0042144 -0.0039408  0.0067495  0.0000884 -0.0000170
 5.2359878  0.0094649 -0.1302669  0.0202697  0.0040166 -0.0031894  0.0062589 -0.0000284 -0.0000050
 5.5351871  0.0098647 -0.1261953  0.0188961  0.0038747 -0.0032977  0.0053578 -0.0000357 -0.0000173
 5.8343864  0.0099998 -0.1228726  0.0175826  0.0032795 -0.0030624  0.0047327 -0.0000764  0.0000333
 6.1335857  0.0093629 -0.1187389  0.0165185  0.0029125 -0.0027125  0.0042150 -0.0000345 -0.0000664
 6.4327850  0.0093775 -0.1154284  0.0151618  0.0029081 -0.0026104  0.0041901 -0.0000401 -0.0000113
 6.7319843  0.0090628 -0.1118627  0.0143712  0.0026381 -0.0024267  0.0034035  0.0000275 -0.0000161
 7.0311836  0.0088626 -0.1091769  0.0137528  0.0023723 -0.0021267  0.0033008  0.0000231 -0.0000152
 7.3303829  0.0088055 -0.1060291  0.0129342  0.0022213 -0.0021635  0.0028712  0.0000790  0.0000183
 7.6295822  0.0087473 -0.1035707  0.0121272  0.0021395 -0.0022336  0.0031391  0.0000336  0.0000426
 7.9287815  0.0083799 -0.1004728  0.0114581  0.0020926 -0.0019397  0.0023535 -0.0000470  0.0000487
 8.2279808  0.0081593 -0.0979599  0.0106973  0.0020370 -0.0018624  0.0021069 -0.0000219 -0.0000299
 8.5271801  0.0080030 -0.0955307  0.0101107  0.0018632 -0.0016145  0.0019820 -0.0000217 -0.0000008
 8.8263794  0.0077073 -0.0931127  0.0096930  0.0017828 -0.0012076  0.0020057  0.0000059 -0.0000066
 9.1255787  0.0076717 -0.0912341  0.0092856  0.0016872 -0.0015886  0.0019144 -0.0000060  0.0000046
 9.4247780  0.0073505 -0.0891122  0.0087376  0.0013824 -0.0014233  0.0017341  0.0000611 -0.0000126
 9.7239773  0.0070220 -0.0869724  0.0082845  0.0015119 -0.0013540  0.0014927  0.0000169 -0.0000035
 10.0231766  0.0069873 -0.0845796  0.0079599  0.0013494 -0.0012154  0.0014133  0.0000215 -0.0000581
 10.3223759  0.0064316 -0.0829985  0.0076779  0.0014295 -0.0009641  0.0015568 -0.0000417  0.0000115
 10.6215752  0.0064848 -0.0813786  0.0072405  0.0012289 -0.0010990  0.0015996 -0.0000403  0.0000025
 10.9207745  0.0063117 -0.0793271  0.0071053  0.0013405 -0.0010846  0.0010006 -0.0000358  0.0000644
 11.2199738  0.0058186 -0.0782433  0.0064807  0.0010394 -0.0007359  0.0012438  0.0000270  0.0000377
 11.5191731  0.0055917 -0.0762982  0.0062599  0.0011609 -0.0006168  0.0009225 -0.0000363  0.0000508
 11.8183724  0.0058438 -0.0744963  0.0061468  0.0010476 -0.0008455  0.0010023 -0.0000153  0.0000561
 12.1175717  0.0055934 -0.0733468  0.0057365  0.0009185 -0.0008089  0.0009384 -0.0000033 -0.0000493
 12.4167710  0.0055278 -0.0720244  0.0056713  0.0005464 -0.0007639  0.0008857 -0.0000192 -0.0000504
 12.7159703  0.0053331 -0.0703160  0.0054872  0.0009842 -0.0006095  0.0008767  0.0000612 -0.0000413
 13.0151696  0.0050913 -0.0690759  0.0054553  0.0007687 -0.0004378  0.0005864  0.0000098 -0.0000504
 13.3143689  0.0051384 -0.0680233  0.0050128  0.0003364 -0.0007365  0.0003300  0.0000199  0.0000604
 13.6135682  0.0047927 -0.0666287  0.0045881  0.0005967 -0.0006172  0.0005387 -0.0000143 -0.0000166
 13.9127675  0.0043345 -0.0652395  0.0046761  0.0006359 -0.0002912  0.0003657 -0.0000671  0.0000561
 14.2119668  0.0044728 -0.0644561  0.0044883  0.0004903 -0.0005993  0.0006770  0.0000251 -0.0000307
 14.5111661  0.0047117 -0.0630363  0.0042955  0.0003928 -0.0007200  0.0007041 -0.0000254  0.0000561
 14.8103654  0.0041703 -0.0621654  0.0041763  0.0004585 -0.0002089  0.0004520  0.0000185 -0.0000784
 15.1095647  0.0040313 -0.0609830  0.0037933  0.0002504 -0.0006354  0.0002355 -0.0000059 -0.0000497
 15.4087640  0.0041761 -0.0601219  0.0038766  0.0004468 -0.0008432  0.0003408 -0.0000378 -0.0001135
 15.7079633  0.0038686 -0.0589562  0.0036324  0.0002899 -0.0003208  0.0003758 -0.0000525  0.0000219
 16.0071626  0.0038721 -0.0583316  0.0037172  0.0002724 -0.0003965  0.0005660  0.0000224  0.0000298
 16.3063619  0.0036484 -0.0572669  0.0033047  0.0005635 -0.0005352  0.0002736  0.0000068  0.0000131
 16.6055612  0.0034370 -0.0561208  0.0031944  0.0001451 -0.0004145  0.0002242 -0.0000166  0.0000944
 16.9047605  0.0036218 -0.0555548  0.0030704  0.0003069 -0.0006983  0.0004838 -0.0000099  0.0000400
 17.2039598  0.0033045 -0.0545026  0.0029261  0.0004448 -0.0007423  0.0005846 -0.0000606  0.0000522
 17.5031591  0.0034820 -0.0539192  0.0028086  0.0003165 -0.0006018  0.0004804 -0.0000402 -0.0000203
 17.8023584  0.0032163 -0.0525696  0.0029235  0.0003191 -0.0002627  0.0001528  0.0000153 -0.0000806
 18.1015577  0.0031424 -0.0518195  0.0028885  0.0003180  0.0000462  0.0003484 -0.0000041 -0.0000282
 18.4007570  0.0027343 -0.0517621  0.0027954  0.0001764 -0.0003133  0.0004410  0.0000150 -0.0000133
 18.6999563  0.0029137 -0.0510418  0.0025166  0.0002285 -0.0004511  0.0002258 -0.0000123 -0.0000544
 18.9991556  0.0027454 -0.0498529  0.0022534  0.0003164 -0.0004930 -0.0000287 -0.0000233 -0.0000106
 19.2983549  0.0026238 -0.0488695  0.0023195  0.0002105 -0.0003159  0.0000331 -0.0000032 -0.0000267
 19.5975542  0.0027353 -0.0481584  0.0024301  0.0002015 -0.0000840  0.0001560 -0.0000214  0.0001374
 19.8967535  0.0026155 -0.0473743  0.0024606  0.0002562 -0.0000108  0.0000576  0.0000286  0.0000492
 20.1959528  0.0024086 -0.0471164  0.0022168  0.0001681 -0.0001352  0.0004481 -0.0000391  0.0000357
 20.4951521  0.0027822 -0.0465017  0.0021197  0.0002972 -0.0002165  0.0004850 -0.0000634 -0.0000175
 20.7943514  0.0024363 -0.0456585  0.0021832  0.0002919  0.0001247  0.0004255 -0.0000102 -0.0000517
 21.0935507  0.0025858 -0.0452808  0.0021570  0.0001304 -0.0004316  0.0000650 -0.0000203 -0.0001374
 21.3927500  0.0023667 -0.0446034  0.0021435  0.0002498 -0.0001944  0.0004144  0.0001033  0.0000200
 21.6919493  0.0024559 -0.0437436  0.0020624  0.0002191 -0.0003796  0.0000422  0.0000029  0.0000187
 21.9911486  0.0020558 -0.0438193  0.0021025  0.0002871  0.0001083  0.0001834  0.0000777  0.0000383
 22.2903479  0.0022959 -0.0428861  0.0019915  0.0002135 -0.0001891  0.0003820 -0.0000138  0.0000162
 22.5895472  0.0024535 -0.0427378  0.0020158  0.0001540 -0.0003093  0.0004115  0.0000572  0.0000112
 22.8887465  0.0021796 -0.0421160  0.0019078  0.0000666  0.0000788  0.0004100 -0.0000319  0.0000127
 23.1879458  0.0021108 -0.0411504  0.0019082  0.0002286 -0.0000966  0.0000526 -0.0000252 -0.0000036
 23.4871451  0.0022996 -0.0411284  0.0019515  0.0001183 -0.0001292  0.0002627 -0.0000700 -0.0000446
 23.7863444  0.0019086 -0.0406120  0.0017332 -0.0000691 -0.0001510 -0.0000351  0.0000283 -0.0000339
 24.0855437  0.0017778 -0.0398349  0.0016626  0.0000510 -0.0002630  0.0002039  0.0000242 -0.0000388
 24.3847430  0.0017219 -0.0398240  0.0017284 -0.0000521 -0.0000133  0.0001912  0.0000251 -0.0000046
 24.6839423  0.0018187 -0.0393923  0.0017066  0.0002923 -0.0002146  0.0002861 -0.0000273  0.0000428
 24.9831416  0.0014868 -0.0389264  0.0015499 -0.0001015  0.0001362 -0.0000703  0.0000674  0.0000287
 25.2823409  0.0019065 -0.0383620  0.0015679  0.0001372 -0.0003514 -0.0000057  0.0000518  0.0000734
 25.5815402  0.0017526 -0.0377941  0.0015066 -0.0000589 -0.0002420  0.0000406 -0.0000198  0.0000259
 25.8807395  0.0016058 -0.0377628  0.0014178 -0.0000821 -0.0002729  0.0006257 -0.0000582 -0.0000135
 26.1799388  0.0015522 -0.0370554  0.0014823 -0.0000470  0.0001498  0.0005058 -0.0000127 -0.0000351
 26.4791381  0.0018497 -0.0367519  0.0015320  0.0000511 -0.0002536  0.0004328 -0.0000144 -0.0000399
 26.7783374  0.0019310 -0.0365230  0.0014797 -0.0000893 -0.0002609  0.0000553  0.0000050  0.0000177
 27.0775367  0.0011974 -0.0356488  0.0014790  0.0000511 -0.0004111 -0.0004440 -0.0000215  0.0000389
 27.3767360  0.0012796 -0.0355884  0.0013010 -0.0000600 -0.0002576 -0.0001740  0.0000184 -0.0000567
 27.6759353  0.0013648 -0.0352067  0.0013419  0.0001752 -0.0004548  0.0002279  0.0000347  0.0000299
 27.9751346  0.0010416 -0.0349410  0.0013089 -0.0000463 -0.0001471  0.0001272  0.0000066  0.0000422
 28.2743339  0.0012434 -0.0341457  0.0010850  0.0002211 -0.0004101  0.0001280  0.0000042  0.0000774
